Stock,Year,B,B/Bmsy,F (1-SPR),F/Fmsy
Greenspotted_N,1985,380.765,0.70107749,0.78657,1.57314
Greenspotted_N,1986,340.3935,0.626744109,0.76004,1.52008
Greenspotted_N,1987,322.2095,0.593263109,0.68889,1.37778
Greenspotted_N,1988,321.707,0.592337889,0.85852,1.71704
Greenspotted_N,1989,305.665,0.562800812,0.87415,1.7483
Greenspotted_N,1990,284.014,0.522936253,0.86034,1.72068
Greenspotted_N,1991,272.2375,0.50125296,0.89719,1.79438
Greenspotted_N,1992,255.3255,0.470114009,0.88371,1.76742
Greenspotted_N,1993,249.68,0.459719322,0.88262,1.76524
Greenspotted_N,1994,247.5965,0.455883111,0.87863,1.75726
Greenspotted_N,1995,245.1465,0.451372088,0.9017,1.8034
Greenspotted_N,1996,234.675,0.432091605,0.91691,1.83382
Greenspotted_N,1997,229.526,0.422611091,0.86536,1.73072
Greenspotted_N,1998,237.768,0.437786542,0.75995,1.5199
Greenspotted_N,1999,247.1895,0.455133729,0.77827,1.55654
Greenspotted_N,2000,258.5095,0.475976498,0.69022,1.38044
Greenspotted_N,2001,273.642,0.503838973,0.49762,0.99524
Greenspotted_N,2002,291.162,0.536097394,0.20603,0.41206
Greenspotted_N,2003,310.847,0.572342087,0.01982,0.03964
Greenspotted_N,2004,332.9035,0.612953266,0.01792,0.03584
Greenspotted_N,2005,352.8655,0.64970798,0.00921,0.01842
Greenspotted_N,2006,370.9635,0.683030634,0.00623,0.01246
Greenspotted_N,2007,391.8935,0.721567664,0.03051,0.06102
Greenspotted_N,2008,411.4,0.757483696,0.02178,0.04356
Greenspotted_N,2009,431.1265,0.7938048,0.02491,0.04982
Greenspotted_N,2010,449.8825,0.828338986,0.00812,0.01624
Greenspotted_N,2011,468.9695,0.863482621,,
Greenspotted_S,1916,1357.785,2.5,0.1702,0.3404
Greenspotted_S,1917,1349.82,2.485334571,0.25093,0.50186
Greenspotted_S,1918,1337.26,2.462208671,0.23654,0.47308
Greenspotted_S,1919,1325.71,2.440942417,0.15745,0.3149
Greenspotted_S,1920,1319.16,2.428882334,0.16992,0.33984
Greenspotted_S,1921,1312.26,2.416177819,0.15261,0.30522
Greenspotted_S,1922,1306.635,2.405820877,0.15113,0.30226
Greenspotted_S,1923,1301.49,2.396347728,0.19399,0.38798
Greenspotted_S,1924,1294.53,2.383532739,0.24584,0.49168
Greenspotted_S,1925,1285.725,2.367320673,0.26605,0.5321
Greenspotted_S,1926,1276.045,2.349497527,0.31361,0.62722
Greenspotted_S,1927,1263.53,2.326454483,0.278,0.556
Greenspotted_S,1928,1253.86,2.308649749,0.24942,0.49884
Greenspotted_S,1929,1245.84,2.293883052,0.25394,0.50788
Greenspotted_S,1930,1237.855,2.279180798,0.25963,0.51926
Greenspotted_S,1931,1229.61,2.263999823,0.28958,0.57916
Greenspotted_S,1932,1219.62,2.245605895,0.2406,0.4812
Greenspotted_S,1933,1213.855,2.23499118,0.174,0.348
Greenspotted_S,1934,1211.395,2.230461745,0.17914,0.35828
Greenspotted_S,1935,1208.64,2.225389145,0.14353,0.28706
Greenspotted_S,1936,1207.395,2.223096808,0.07153,0.14306
Greenspotted_S,1937,1208.72,2.225536444,0.06981,0.13962
Greenspotted_S,1938,1209.99,2.227874811,0.04712,0.09424
Greenspotted_S,1939,1211.825,2.231253475,0.05119,0.10238
Greenspotted_S,1940,1213.135,2.233665492,0.09291,0.18582
Greenspotted_S,1941,1213.18,2.233748347,0.1164,0.2328
Greenspotted_S,1942,1212.71,2.232882967,0.05025,0.1005
Greenspotted_S,1943,1215.615,2.238231752,0.05498,0.10996
Greenspotted_S,1944,1216.875,2.240551707,0.01158,0.02316
Greenspotted_S,1945,1214.58,2.236326075,0.02586,0.05172
Greenspotted_S,1946,1204.76,2.218245157,0.05056,0.10112
Greenspotted_S,1947,1197.245,2.204408283,0.07396,0.14792
Greenspotted_S,1948,1193.171,2.196907095,0.11871,0.23742
Greenspotted_S,1949,1189.4955,2.190139639,0.12968,0.25936
Greenspotted_S,1950,1184.706,2.181321049,0.10806,0.21612
Greenspotted_S,1951,1179.9855,2.172629503,0.14895,0.2979
Greenspotted_S,1952,1171.199,2.1564515,0.13362,0.26724
Greenspotted_S,1953,1166.625,2.148029695,0.12162,0.24324
Greenspotted_S,1954,1162.816,2.141016435,0.19009,0.38018
Greenspotted_S,1955,1157.029,2.130361213,0.25463,0.50926
Greenspotted_S,1956,1146.6455,2.111242759,0.28431,0.56862
Greenspotted_S,1957,1135.742,2.091166864,0.2144,0.4288
Greenspotted_S,1958,1126.357,2.073886882,0.18213,0.36426
Greenspotted_S,1959,1115.7915,2.054433323,0.14684,0.29368
Greenspotted_S,1960,1109.117,2.042144007,0.16138,0.32276
Greenspotted_S,1961,1103.807,2.032367054,0.17569,0.35138
Greenspotted_S,1962,1100.604,2.026469581,0.17208,0.34416
Greenspotted_S,1963,1097.608,2.020953244,0.18951,0.37902
Greenspotted_S,1964,1092.5285,2.011600695,0.22653,0.45306
Greenspotted_S,1965,1088.996,2.005096536,0.28213,0.56426
Greenspotted_S,1966,1081.718,1.991696034,0.3411,0.6822
Greenspotted_S,1967,1072.351,1.974449195,0.42694,0.85388
Greenspotted_S,1968,1057.448,1.947009284,0.45282,0.90564
Greenspotted_S,1969,1041.201,1.917094754,0.54451,1.08902
Greenspotted_S,1970,1013.449,1.865996826,0.54233,1.08466
Greenspotted_S,1971,989.806,1.822464529,0.5753,1.1506
Greenspotted_S,1972,964.0855,1.775107068,0.66169,1.32338
Greenspotted_S,1973,925.774,1.704566629,0.71502,1.43004
Greenspotted_S,1974,878.094,1.616776588,0.75145,1.5029
Greenspotted_S,1975,826.759,1.522256837,0.7683,1.5366
Greenspotted_S,1976,777.8335,1.43217354,0.77387,1.54774
Greenspotted_S,1977,725.466,1.335752715,0.79354,1.58708
Greenspotted_S,1978,672.953,1.23906399,0.80345,1.6069
Greenspotted_S,1979,631.694,1.163096514,0.85502,1.71004
Greenspotted_S,1980,576.328,1.061154748,0.79344,1.58688
Greenspotted_S,1981,544.341,1.002259194,0.75092,1.50184
Greenspotted_S,1982,493.2905,0.908263274,0.88631,1.77262
Greenspotted_S,1983,439.439,0.809110058,0.84195,1.6839
Greenspotted_S,1984,407.485,0.750275264,0.88645,1.7729
Greenspotted_S,1985,380.765,0.70107749,0.91475,1.8295
Greenspotted_S,1986,340.3935,0.626744109,0.85101,1.70202
Greenspotted_S,1987,322.2095,0.593263109,0.65454,1.30908
Greenspotted_S,1988,321.707,0.592337889,0.61867,1.23734
Greenspotted_S,1989,305.665,0.562800812,0.73796,1.47592
Greenspotted_S,1990,284.014,0.522936253,0.73117,1.46234
Greenspotted_S,1991,272.2375,0.50125296,0.70212,1.40424
Greenspotted_S,1992,255.3255,0.470114009,0.65602,1.31204
Greenspotted_S,1993,249.68,0.459719322,0.62953,1.25906
Greenspotted_S,1994,247.5965,0.455883111,0.70548,1.41096
Greenspotted_S,1995,245.1465,0.451372088,0.7973,1.5946
Greenspotted_S,1996,234.675,0.432091605,0.65377,1.30754
Greenspotted_S,1997,229.526,0.422611091,0.47502,0.95004
Greenspotted_S,1998,237.768,0.437786542,0.61002,1.22004
Greenspotted_S,1999,247.1895,0.455133729,0.48994,0.97988
Greenspotted_S,2000,258.5095,0.475976498,0.30453,0.60906
Greenspotted_S,2001,273.642,0.503838973,0.2191,0.4382
Greenspotted_S,2002,291.162,0.536097394,0.17596,0.35192
Greenspotted_S,2003,310.847,0.572342087,0.01004,0.02008
Greenspotted_S,2004,332.9035,0.612953266,0.21807,0.43614
Greenspotted_S,2005,352.8655,0.64970798,0.34575,0.6915
Greenspotted_S,2006,370.9635,0.683030634,0.11235,0.2247
Greenspotted_S,2007,391.8935,0.721567664,0.20043,0.40086
Greenspotted_S,2008,411.4,0.757483696,0.16112,0.32224
Greenspotted_S,2009,431.1265,0.7938048,0.20753,0.41506
Greenspotted_S,2010,449.8825,0.828338986,0.16262,0.32524
Greenspotted_S,2011,468.9695,0.863482621,,
Widow rockfish ,1916,71126.5,2.500017574,0.0071033,0.0142066
Widow rockfish ,1917,71082.2,2.498460479,0.0110167,0.0220334
Widow rockfish ,1918,71015,2.496098473,0.0126599,0.0253198
Widow rockfish ,1919,70940.7,2.493486911,0.00878336,0.01756672
Widow rockfish ,1920,70895.1,2.491884121,0.00899295,0.0179859
Widow rockfish ,1921,70852.3,2.490379749,0.00747355,0.0149471
Widow rockfish ,1922,70822.9,2.489346371,0.00650344,0.01300688
Widow rockfish ,1923,70802.8,2.488639879,0.00713642,0.01427284
Widow rockfish ,1924,70781.4,2.487887692,0.00459844,0.00919688
Widow rockfish ,1925,70777.9,2.487764671,0.0056938,0.0113876
Widow rockfish ,1926,70768.9,2.487448331,0.00863022,0.01726044
Widow rockfish ,1927,70742.7,2.48652743,0.00717464,0.01434928
Widow rockfish ,1928,70727.1,2.485979107,0.00826056,0.01652112
Widow rockfish ,1929,70706,2.485237466,0.00814525,0.0162905
Widow rockfish ,1930,70687.2,2.484576667,0.0104723,0.0209446
Widow rockfish ,1931,70655.4,2.483458932,0.00941173,0.01882346
Widow rockfish ,1932,70632.2,2.482643478,0.00948206,0.01896412
Widow rockfish ,1933,70610.6,2.481884262,0.00827316,0.01654632
Widow rockfish ,1934,70598.3,2.48145193,0.00878589,0.01757178
Widow rockfish ,1935,70584.3,2.480959846,0.00944434,0.01888868
Widow rockfish ,1936,70567.5,2.480369345,0.0106687,0.0213374
Widow rockfish ,1937,70544.5,2.47956092,0.0102147,0.0204294
Widow rockfish ,1938,70525.8,2.478903636,0.00836037,0.01672074
Widow rockfish ,1939,70520.2,2.478706802,0.00766337,0.01532674
Widow rockfish ,1940,70520,2.478699772,0.0144302,0.0288604
Widow rockfish ,1941,70478.2,2.477230549,0.0165713,0.0331426
Widow rockfish ,1942,70424.7,2.475350083,0.0211336,0.0422672
Widow rockfish ,1943,70345.4,2.472562776,0.0689035,0.137807
Widow rockfish ,1944,69957.2,2.458917977,0.123374,0.246748
Widow rockfish ,1945,69202.8,2.432401653,0.194111,0.388222
Widow rockfish ,1946,67944.4,2.388170289,0.142694,0.285388
Widow rockfish ,1947,67170.7,2.360975593,0.0858353,0.1716706
Widow rockfish ,1948,66865.2,2.350237607,0.063544,0.127088
Widow rockfish ,1949,66753.7,2.346318505,0.0546483,0.1092966
Widow rockfish ,1950,66730.7,2.345510081,0.0585727,0.1171454
Widow rockfish ,1951,66687.8,2.344002193,0.0682295,0.136459
Widow rockfish ,1952,66572.3,2.339942496,0.0677476,0.1354952
Widow rockfish ,1953,66334.6,2.331587605,0.0582416,0.1164832
Widow rockfish ,1954,65892.2,2.316037736,0.0606377,0.1212754
Widow rockfish ,1955,65067.6,2.287053961,0.0648189,0.1296378
Widow rockfish ,1956,63905,2.24618986,0.0846698,0.1693396
Widow rockfish ,1957,62515.5,2.197350477,0.109064,0.218128
Widow rockfish ,1958,61032.9,2.145238731,0.101294,0.202588
Widow rockfish ,1959,59769.6,2.100835138,0.101839,0.203678
Widow rockfish ,1960,58781.1,2.066090459,0.127405,0.25481
Widow rockfish ,1961,58006.2,2.038853584,0.110773,0.221546
Widow rockfish ,1962,57749.3,2.029823834,0.122978,0.245956
Widow rockfish ,1963,57802.6,2.03169727,0.0626721,0.1253442
Widow rockfish ,1964,58471.7,2.055215392,0.0955053,0.1910106
Widow rockfish ,1965,59043.9,2.075327588,0.037102,0.074204
Widow rockfish ,1966,59930.4,2.106487079,0.356726,0.713452
Widow rockfish ,1967,58401.6,2.052751455,0.411176,0.822352
Widow rockfish ,1968,56486.3,1.985430785,0.240056,0.480112
Widow rockfish ,1969,56478.1,1.985142564,0.0844817,0.1689634
Widow rockfish ,1970,57836.7,2.032895847,0.0675711,0.1351422
Widow rockfish ,1971,59630.3,2.095938897,0.0805431,0.1610862
Widow rockfish ,1972,61696.6,2.16856705,0.0557057,0.1114114
Widow rockfish ,1973,64503.3,2.267219442,0.0795516,0.1591032
Widow rockfish ,1974,67314.5,2.366030003,0.0565294,0.1130588
Widow rockfish ,1975,71891.7,2.526913506,0.0711323,0.1422646
Widow rockfish ,1976,78168.2,2.747525518,0.0980708,0.1961416
Widow rockfish ,1977,85234.8,2.995908669,0.139309,0.278618
Widow rockfish ,1978,90150.3,3.168683041,0.075838,0.151676
Widow rockfish ,1979,91555.1,3.218060203,0.364548,0.729096
Widow rockfish ,1980,86939,3.055809409,0.725504,1.451008
Widow rockfish ,1981,73219.9,2.573598262,0.832508,1.665016
Widow rockfish ,1982,57223.8,2.011353092,0.870226,1.740452
Widow rockfish ,1983,43207.8,1.51870624,0.745821,1.491642
Widow rockfish ,1984,40132.3,1.410605826,0.741253,1.482506
Widow rockfish ,1985,39206.7,1.378072013,0.703095,1.40619
Widow rockfish ,1986,39870.8,1.401414391,0.691461,1.382922
Widow rockfish ,1987,41065.3,1.443399741,0.745308,1.490616
Widow rockfish ,1988,40482.1,1.422900908,0.689614,1.379228
Widow rockfish ,1989,39852.5,1.400771167,0.750723,1.501446
Widow rockfish ,1990,36407,1.279665664,0.726638,1.453276
Widow rockfish ,1991,33343,1.171969463,0.630395,1.26079
Widow rockfish ,1992,31908.1,1.121534319,0.639703,1.279406
Widow rockfish ,1993,30207.3,1.061753086,0.735664,1.471328
Widow rockfish ,1994,27255.3,0.957993561,0.702776,1.405552
Widow rockfish ,1995,25465.3,0.895077046,0.732057,1.464114
Widow rockfish ,1996,23851.1,0.838339707,0.719718,1.439436
Widow rockfish ,1997,23144.8,0.813514045,0.73126,1.46252
Widow rockfish ,1998,22362.8,0.786027613,0.605774,1.211548
Widow rockfish ,1999,22545.4,0.7924458,0.596114,1.192228
Widow rockfish ,2000,22270.4,0.782779855,0.593161,1.186322
Widow rockfish ,2001,21732,0.763855693,0.391942,0.783884
Widow rockfish ,2002,22074.2,0.775883643,0.103514,0.207028
Widow rockfish ,2003,23491.2,0.825689621,0.0111828,0.0223656
Widow rockfish ,2004,25651.5,0.90162177,0.0229746,0.0459492
Widow rockfish ,2005,28441.1,0.999673115,0.0411002,0.0822004
Widow rockfish ,2006,31178,1.095872114,0.040959,0.081918
Widow rockfish ,2007,33349.5,1.17219793,0.0457405,0.091481
Widow rockfish ,2008,34727.5,1.220633102,0.040167,0.080334
Widow rockfish ,2009,35544.6,1.24935326,0.0324256,0.0648512
Widow rockfish ,2010,36062.7,1.267563901,0.0254027,0.0508054
Widow rockfish ,2011,36341.9,1.277377471,,
