ISO_3DIGIT,OHI gridcode,Country,Specie Common Name,Specie Scientific Name,Flagship Species,Priority Species_Regional and Local,Priority Species_Global,Nation Specific List,Taxa,Current Red List Category (Status),for pivot count,"Population Increasing, Decreasing, Stable or Unknown? (over 3 generations)",Year of last status assessment
NOR,169,Norway,North Atlantic Right Whale,Eubalaena glacialis,1,NA,1,NA,Cetacean,extinct,1,unknown,2008
PRT,134,Portugal,North Atlantic Right Whale,Eubalaena glacialis,1,NA,1,NA,Cetacean,extinct,1,unknown,2008
NA,134,Azores,North Atlantic Right Whale,Eubalaena glacialis,1,NA,1,NA,Cetacean,extinct,1,unknown,2008
NA,134,Madeira,North Atlantic Right Whale,Eubalaena glacialis,1,NA,1,NA,Cetacean,extinct,1,unknown,2008
ESP,133,Spain,North Atlantic Right Whale,Eubalaena glacialis,1,NA,1,NA,Cetacean,extinct,1,unknown,2008
NA,133,Canary Islands,North Atlantic Right Whale,Eubalaena glacialis,1,NA,1,NA,Cetacean,extinct,1,unknown,2008
GBR,131,United Kingdom,North Atlantic Right Whale,Eubalaena glacialis,1,NA,1,NA,Cetacean,extinct,1,unknown,2008
USA,116,United States,North Atlantic Right Whale,Eubalaena glacialis,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
ESH,46,Western Sahara,North Atlantic Right Whale,Eubalaena glacialis,1,NA,1,NA,Cetacean,extinct,1,unknown,2008
CAN,166,Canada,North Pacific Right Whale,Eubalaena japonica,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
CHN,159,China,North Pacific Right Whale,Eubalaena japonica,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
JPN,160,Japan,North Pacific Right Whale,Eubalaena japonica,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
MEX,101,Mexico,North Pacific Right Whale,Eubalaena japonica,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
PRK,17,North Korea,North Pacific Right Whale,Eubalaena japonica,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
RUS,56,Russia,North Pacific Right Whale,Eubalaena japonica,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
KOR,16,South Korea,North Pacific Right Whale,Eubalaena japonica,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
TWN,10,Taiwan,North Pacific Right Whale,Eubalaena japonica,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
USA,116,United States,North Pacific Right Whale,Eubalaena japonica,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
PAK,39,Pakistan,Rough Toothed Dolphin,Steno bredanensis,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
AGO,151,Angola,Sei whale,Balaenoptera borealis,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
ARG,123,Argentina,Sei whale,Balaenoptera borealis,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
AUS,12,Australia,Sei whale,Balaenoptera borealis,1,NA,1,1-AUS,Cetacean,Endangered,1,unknown,2008
BHS,80,Bahamas,Sei whale,Balaenoptera borealis,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
BMU,85,Bermuda,Sei whale,Balaenoptera borealis,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
BRA,122,Brazil,Sei whale,Balaenoptera borealis,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
CAN,166,Canada,Sei whale,Balaenoptera borealis,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
CPV,41,Cape Verde,Sei whale,Balaenoptera borealis,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
CHL,170,Chile,Sei whale,Balaenoptera borealis,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
CUB,81,Cuba,Sei whale,Balaenoptera borealis,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
COD,150,Democratic Republic of the Congo,Sei whale,Balaenoptera borealis,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
DOM,83,Dominican Republic,Sei whale,Balaenoptera borealis,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
FLK,68,Falkland Islands,Sei whale,Balaenoptera borealis,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
NA,126,Faroe Islands,Sei whale,Balaenoptera borealis,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
NA,67,French Southern Territories (the),Sei whale,Balaenoptera borealis,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
GIB,43,Gibraltar,Sei whale,Balaenoptera borealis,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
GRL,126,Greenland,Sei whale,Balaenoptera borealis,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
HTI,82,Haiti,Sei whale,Balaenoptera borealis,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
ISL,107,Iceland,Sei whale,Balaenoptera borealis,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
IRL,132,Ireland,Sei whale,Balaenoptera borealis,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
JPN,160,Japan,Sei whale,Balaenoptera borealis,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
KEN,29,Kenya,Sei whale,Balaenoptera borealis,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
NA,28,Madagascar,Sei whale,Balaenoptera borealis,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
MRT,47,Mauritania,Sei whale,Balaenoptera borealis,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
MEX,101,Mexico,Sei whale,Balaenoptera borealis,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
MAY,45,Morocco,Sei whale,Balaenoptera borealis,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
NAM,74,Namibia,Sei whale,Balaenoptera borealis,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
NZL,115,New Zealand,Sei whale,Balaenoptera borealis,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
NA,111,Northern Mariana Islands,Sei whale,Balaenoptera borealis,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
PRK,17,North Korea,Sei whale,Balaenoptera borealis,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
NOR,169,Norway,Sei whale,Balaenoptera borealis,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
PER,104,Peru,Sei whale,Balaenoptera borealis,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
PRT,134,Portugal,Sei whale,Balaenoptera borealis,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
COG,73,Congo,Sei whale,Balaenoptera borealis,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
REU,21,R_union,Sei whale,Balaenoptera borealis,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
RUS,56,Russia,Sei whale,Balaenoptera borealis,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
SPM,167,Saint Pierre and Miquelon,Sei whale,Balaenoptera borealis,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
ZAF,75,South Africa,Sei whale,Balaenoptera borealis,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
SGS,68,South Georgia and the South Sandwich Islands,Sei whale,Balaenoptera borealis,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
KOR,16,South Korea,Sei whale,Balaenoptera borealis,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
ESP,133,Spain,Sei whale,Balaenoptera borealis,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
TCA,85,Turks and Caicos Islands,Sei whale,Balaenoptera borealis,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
GBR,131,United Kingdom,Sei whale,Balaenoptera borealis,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
USA,116,United States,Sei whale,Balaenoptera borealis,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
URY,124,Uruguay,Sei whale,Balaenoptera borealis,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
ESH,46,Western Sahara,Sei whale,Balaenoptera borealis,1,NA,1,NA,Cetacean,Endangered,1,unknown,2008
AUS,12,Australia,Snubfin Dolphin,Orcaella heinsohni,1,NA,NA,1-AUS,Cetacean,Near Threatened,1,unknown,2008
MEX,101,Mexico,Vaquita,Phocoena sinus,1,NA,1,NA,Cetacean,Critically Endangered,1,decreasing,2008
NA,111,American Samoa,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,12,Australia,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,24,British Indian Ocean Territory (Chagos Archipelago),"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,18,Cambodia,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,159,China,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,1,Christmas Island,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,1,Cocos (Keeling) Islands,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,20,Comoros,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,115,Cook Islands,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,174,"Disputed Territory (Paracel Is., Spratly Is.)","Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,32,Djibouti,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,163,Egypt,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,31,Eritrea,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,14,Fiji,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,109,French Polynesia (Tuamotu),"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,111,Guam,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,159,Hong Kong,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,153,India,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,165,Indonesia,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,62,Israel,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,160,Japan,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,29,Kenya,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,161,Kiribati,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,28,Madagascar,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,156,Malaysia,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,25,Maldives,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,9,Marshall Islands,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,21,Mayotte,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,7,"Micronesia, Federated States of","Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,27,Mozambique,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,155,Myanmar,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,8,Nauru,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,3,New Caledonia,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,115,Niue,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,111,Northern Mariana Islands,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,6,Palau,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,13,Papua New Guinea,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,11,Philippines,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,108,Pitcairn,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,112,Samoa,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,36,Saudi Arabia,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,22,Seychelles,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,158,Singapore,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,5,Solomon Islands,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,30,Somalia,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,26,Sri Lanka,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,35,Sudan,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,10,"Taiwan, Province of China","Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,152,"Tanzania, United Republic of","Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,19,Thailand,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,171,Timor-Leste,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,115,Tokelau,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,113,Tonga,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,15,Tuvalu,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,114,United States Minor Outlying Islands (Wake Is.),"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,4,Vanuatu,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,157,Viet Nam,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,109,Wallis and Futuna,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,33,Yemen,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,NA,NA,1,NA,Fish,Endangered,1,decreasing,2004
NA,65,Albania,Great White Shark,Carcharodon carcharias,NA,NA,1,NA,Shark,Vulnerable,1,unknown,2005
NA,66,Algeria,Great White Shark,Carcharodon carcharias,NA,NA,1,NA,Shark,Vulnerable,1,unknown,2005
NA,12,Australia,Great White Shark,Carcharodon carcharias,NA,NA,1,NA,Shark,Vulnerable,1,unknown,2005
NA,80,Bahamas,Great White Shark,Carcharodon carcharias,NA,NA,1,NA,Shark,Vulnerable,1,unknown,2005
NA,90,Barbados,Great White Shark,Carcharodon carcharias,NA,NA,1,NA,Shark,Vulnerable,1,unknown,2005
NA,172,Bosnia and Herzegovina,Great White Shark,Carcharodon carcharias,NA,NA,1,NA,Shark,Vulnerable,1,unknown,2005
NA,122,Brazil,Great White Shark,Carcharodon carcharias,NA,NA,1,NA,Shark,Vulnerable,1,unknown,2005
NA,170,Chile,Great White Shark,Carcharodon carcharias,NA,NA,1,NA,Shark,Vulnerable,1,unknown,2005
NA,138,Croatia,Great White Shark,Carcharodon carcharias,NA,NA,1,NA,Shark,Vulnerable,1,unknown,2005
NA,64,Cyprus,Great White Shark,Carcharodon carcharias,NA,NA,1,NA,Shark,Vulnerable,1,unknown,2005
NA,163,Egypt,Great White Shark,Carcharodon carcharias,NA,NA,1,NA,Shark,Vulnerable,1,unknown,2005
NA,130,France,Great White Shark,Carcharodon carcharias,NA,NA,1,NA,Shark,Vulnerable,1,unknown,2005
NA,43,Gibraltar,Great White Shark,Carcharodon carcharias,NA,NA,1,NA,Shark,Vulnerable,1,unknown,2005
NA,63,Greece,Great White Shark,Carcharodon carcharias,NA,NA,1,NA,Shark,Vulnerable,1,unknown,2005
NA,62,Israel,Great White Shark,Carcharodon carcharias,NA,NA,1,NA,Shark,Vulnerable,1,unknown,2005
NA,135,Italy,Great White Shark,Carcharodon carcharias,NA,NA,1,NA,Shark,Vulnerable,1,unknown,2005
NA,160,Japan,Great White Shark,Carcharodon carcharias,NA,NA,1,NA,Shark,Vulnerable,1,unknown,2005
NA,29,Kenya,Great White Shark,Carcharodon carcharias,NA,NA,1,NA,Shark,Vulnerable,1,unknown,2005
NA,61,Lebanon,Great White Shark,Carcharodon carcharias,NA,NA,1,NA,Shark,Vulnerable,1,unknown,2005
NA,50,Libyan Arab Jamahiriya,Great White Shark,Carcharodon carcharias,NA,NA,1,NA,Shark,Vulnerable,1,unknown,2005
NA,28,Madagascar,Great White Shark,Carcharodon carcharias,NA,NA,1,NA,Shark,Vulnerable,1,unknown,2005
NA,47,Mauritania,Great White Shark,Carcharodon carcharias,NA,NA,1,NA,Shark,Vulnerable,1,unknown,2005
NA,23,Mauritius,Great White Shark,Carcharodon carcharias,NA,NA,1,NA,Shark,Vulnerable,1,unknown,2005
NA,137,Montenegro,Great White Shark,Carcharodon carcharias,NA,NA,1,NA,Shark,Vulnerable,1,unknown,2005
NA,45,Morocco,Great White Shark,Carcharodon carcharias,NA,NA,1,NA,Shark,Vulnerable,1,unknown,2005
NA,27,Mozambique,Great White Shark,Carcharodon carcharias,NA,NA,1,NA,Shark,Vulnerable,1,unknown,2005
NA,74,Namibia,Great White Shark,Carcharodon carcharias,NA,NA,1,NA,Shark,Vulnerable,1,unknown,2005
NA,3,New Caledonia,Great White Shark,Carcharodon carcharias,NA,NA,1,NA,Shark,Vulnerable,1,unknown,2005
NA,115,New Zealand,Great White Shark,Carcharodon carcharias,NA,NA,1,NA,Shark,Vulnerable,1,unknown,2005
NA,11,Philippines,Great White Shark,Carcharodon carcharias,NA,NA,1,NA,Shark,Vulnerable,1,unknown,2005
NA,22,Seychelles,Great White Shark,Carcharodon carcharias,NA,NA,1,NA,Shark,Vulnerable,1,unknown,2005
NA,139,Slovenia,Great White Shark,Carcharodon carcharias,NA,NA,1,NA,Shark,Vulnerable,1,unknown,2005
NA,75,South Africa,Great White Shark,Carcharodon carcharias,NA,NA,1,NA,Shark,Vulnerable,1,unknown,2005
NA,133,Spain,Great White Shark,Carcharodon carcharias,NA,NA,1,NA,Shark,Vulnerable,1,unknown,2005
NA,26,Sri Lanka,Great White Shark,Carcharodon carcharias,NA,NA,1,NA,Shark,Vulnerable,1,unknown,2005
NA,60,Syrian Arab Republic,Great White Shark,Carcharodon carcharias,NA,NA,1,NA,Shark,Vulnerable,1,unknown,2005
NA,152,"Tanzania, United Republic of",Great White Shark,Carcharodon carcharias,NA,NA,1,NA,Shark,Vulnerable,1,unknown,2005
NA,44,Tunisia,Great White Shark,Carcharodon carcharias,NA,NA,1,NA,Shark,Vulnerable,1,unknown,2005
NA,59,Turkey,Great White Shark,Carcharodon carcharias,NA,NA,1,NA,Shark,Vulnerable,1,unknown,2005
NA,116,United States,Great White Shark,Carcharodon carcharias,NA,NA,1,NA,Shark,Vulnerable,1,unknown,2005
NA,46,Western Sahara,Great White Shark,Carcharodon carcharias,NA,NA,1,NA,Shark,Vulnerable,1,unknown,2005
NA,65,Albania,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,66,Algeria,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,111,American Samoa,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,151,Angola,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,85,Anguilla,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,87,Antigua and Barbuda,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,123,Argentina,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,94,Aruba,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,12,Australia,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,80,Bahamas,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,38,Bahrain,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,154,Bangladesh,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,90,Barbados,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,117,Belize,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,72,Benin,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,85,Bermuda,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,122,Brazil,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,148,Cameroon,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,166,Canada,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,41,Cape Verde,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,85,Cayman Islands,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,170,Chile,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,159,China,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,98,Colombia,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,20,Comoros,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,73,Congo,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,115,Cook Islands,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,96,Costa Rica,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,146,Cªte d'Ivoire,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,138,Croatia,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,126,Denmark,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,32,Djibouti,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,89,Dominica,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,83,Dominican Republic,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,103,Ecuador,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,163,Egypt,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,100,El Salvador,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,77,Equatorial Guinea,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,31,Eritrea,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,68,Falkland Islands,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,14,Fiji,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,121,French Guiana,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,109,French Polynesia,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,149,Gabon,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,48,Gambia,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,78,Ghana,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,63,Greece,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,91,Grenada,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,106,Guadeloupe,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,111,Guam,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,102,Guatemala,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
NA,145,Guinea,Blue Shark,Prionace glauca,NA,NA,1,NA,Shark,Near Threatened,1,unknown,2005
