sgc,name,type,pop,prev_pop,year
5931814,Cayoosh Creek 1,IRI,52,69,2006
5931815,Chilhil 6,IRI,51,49,2006
5931816,Fountain  1,IRI,165,159,2006
5931817,Fountain  3,IRI,5,10,2006
5931818,Fountain 10,IRI,0,10,2006
5931819,Fountain 11,IRI,10,5,2006
5931820,Fountain 12,IRI,5,5,2006
5931821,Lillooet 1,IRI,195,197,2006
5931822,Fountain Creek 8,IRI,5,5,2006
5931823,McCartney's Flat 4,IRI,49,33,2006
5931824,Seton Lake 5,IRI,5,5,2006
5931826,Necait 6,IRI,16,20,2006
5931827,Nesikep 6,IRI,0,10,2006
5931828,Pashilqua 2,IRI,39,35,2006
5931829,Pavilion 1,IRI,56,NA,2006
5931830,Seton Lake 5A,IRI,0,0,2006
5931831,Slosh 1,IRI,227,174,2006
5931832,Towinock 2,IRI,5,10,2006
5931833,Mission 5,IRI,51,27,2006
5931837,Mount Currie  8,IRI,72,50,2006
5931838,Mount Currie  6,IRI,799,704,2006
5931839,Slosh 1A,IRI,0,0,2006
5931840,Nequatque 2,IRI,10,15,2006
5931842,Fountain  1B,IRI,0,5,2006
5933006,Merritt,CY,6998,7088,2006
5933008,Thompson-Nicola M,RDA,1797,1793,2006
5933012,Thompson-Nicola N,RDA,839,707,2006
5933015,Lytton,VL,235,319,2006
5933019,Ashcroft,VL,1664,1814,2006
5933024,Cache Creek,VL,1037,1056,2006
5933028,Clinton,VL,578,631,2006
5933032,Thompson-Nicola E (Bonaparte Plateau),RDA,1404,1297,2006
5933035,Logan Lake,DM,2162,2185,2006
5933037,Thompson-Nicola I (Blue Sky Country),RDA,1320,1276,2006
5933039,Thompson-Nicola J (Copper Desert Country),RDA,1609,1509,2006
5933042,Kamloops,CY,80376,77281,2006
5933044,Thompson-Nicola P (Rivers and the Peaks),RDA,4081,3736,2006
5933054,Chase,VL,2409,2470,2006
5933060,Thompson-Nicola L,RDA,2981,2860,2006
5933068,Thompson-Nicola A (Wells Gray Country),RDA,3897,4399,2006
5933070,Thompson-Nicola B (Thompson Headwaters),RDA,269,368,2006
5933072,Thompson-Nicola O (Lower North Thompson),RDA,2978,3257,2006
5933801,Coldwater 1,IRI,254,263,2006
5933802,Douglas Lake 3,IRI,204,171,2006
5933803,Hamilton Creek 2,IRI,0,0,2006
5933804,Hamilton Creek 7,IRI,0,0,2006
5933805,Joeyaska 2,IRI,44,37,2006
5933806,Nicola Lake 1,IRI,153,155,2006
5933807,Nicola Mameet 1,IRI,483,442,2006
5933808,Nooaitch 10,IRI,120,119,2006
5933809,Paul's Basin 2,IRI,34,16,2006
5933811,Zoht 4,IRI,25,35,2006
5933812,Bonaparte 3,IRI,127,129,2006
5933814,Canoe Creek 1,IRI,57,59,2006
5933815,Halhalaeden 14A,IRI,0,5,2006
5933816,Chuchhriaschin 5,IRI,0,0,2006
5933817,Skeetchestn,IRI,258,241,2006
5933818,Halhalaeden 14,IRI,5,5,2006
5933819,High Bar 1,IRI,0,5,2006
5933820,Inkluckcheen 21,IRI,137,131,2006
5933821,Canoe Creek 2,IRI,5,64,2006
5933822,Chuchhriaschin 5A,IRI,0,0,2006
5933823,Kitzowit 20,IRI,39,23,2006
5933824,Skuppah 2A,IRI,0,0,2006
5933825,Inklyuhkinatko 2,IRI,40,48,2006
5933826,Kanaka Bar 1A,IRI,57,53,2006
5933827,Kanaka Bar 2,IRI,5,10,2006
5933828,Basque 18,IRI,5,0,2006
5933829,Klahkamich 17,IRI,60,79,2006
5933830,Klahkowit 5,IRI,0,0,2006
5933831,Kleetlekut 22,IRI,5,10,2006
5933832,Klickkumcheen 18,IRI,104,101,2006
5933834,Kumcheen 1,IRI,42,37,2006
5933835,Leon Creek 2,IRI,0,0,2006
5933836,Lower Hat Creek 2,IRI,50,50,2006
5933839,Lytton  4A,IRI,15,0,2006
5933840,Lytton  4E,IRI,0,10,2006
5933841,Lytton  9A,IRI,45,56,2006
5933842,Lytton  9B,IRI,5,0,2006
5933844,Ashcroft 4,IRI,50,77,2006
5933845,105 Mile Post 2,IRI,5,10,2006
5933846,Oregon Jack Creek 5,IRI,0,0,2006
5933847,Spatsum 11,IRI,0,0,2006
5933848,Nickel Palm 4,IRI,5,10,2006
5933850,Nickeyeah 25,IRI,20,15,2006
5933851,Nicomen 1,IRI,49,42,2006
5933852,Nohomeen 23,IRI,10,10,2006
5933853,Nuuautin 2,IRI,118,119,2006
5933854,Paska Island 3,IRI,0,0,2006
5933855,Papyum 27,IRI,27,39,2006
5933856,Papyum 27A,IRI,0,0,2006
5933857,Pemynoos 9,IRI,0,0,2006
5933858,Seah 5,IRI,10,24,2006
5933859,Shackan 11,IRI,43,66,2006
5933860,Siska Flat 3,IRI,74,95,2006
5933861,Kloklowuck 7,IRI,0,5,2006
5933862,Siska Flat 5A,IRI,0,0,2006
5933863,Siska Flat 5B,IRI,0,0,2006
5933864,Siska Flat 8,IRI,30,34,2006
5933865,Skuppah 4,IRI,16,10,2006
5933866,Skwayaynope 26,IRI,5,5,2006
5933867,Spences Bridge 4,IRI,10,20,2006
5933868,Spintlum Flat 3,IRI,0,5,2006
5933869,Staiyahanny 8,IRI,0,0,2006
5933870,Nkaih 10,IRI,0,0,2006
5933871,Spences Bridge 4C,IRI,16,5,2006
5933872,Marble Canyon 3,IRI,62,NA,2006
5933873,Stryen 9,IRI,18,27,2006
5933874,Tsaukan 12,IRI,5,5,2006
5933875,Upper Hat Creek 1,IRI,40,28,2006
5933876,Upper Nepa 6,IRI,16,5,2006
5933877,Whispering Pines 4,IRI,64,60,2006
5933878,Yawaucht 11,IRI,5,10,2006
5933879,Zacht 5,IRI,15,10,2006
5933880,Kamloops 1,IRI,1786,1410,2006
5933883,Neskonlith 1 (Neskainlith 1),IRI,85,32,2006
5933884,Sahhaltkum 4,IRI,310,268,2006
5933885,Neskonlith 2,IRI,121,107,2006
5933886,Nekalliston 2,IRI,0,0,2006
5933887,North Thompson 1,IRI,236,237,2006
5933888,Louis Creek 4,IRI,18,22,2006
5933889,Squaam 2,IRI,5,10,2006
5933890,Cameron Bar 13,IRI,0,0,2006
5933894,Inkluckcheen 21B,IRI,0,0,2006
5933895,Shawniken 4B,IRI,0,0,2006
5933896,Nekliptum  1,IRI,0,0,2006
5933897,Boothroyd 8A (Part),IRI,0,0,2006
5935010,Kelowna,CY,106707,96288,2006
5935012,Central Okanagan,RDA,3978,3672,2006
5935016,Lake Country,DM,9606,9267,2006
5935018,Peachland,DM,4883,4654,2006
5935020,Central Okanagan J,RDA,28972,26001,2006
5935801,Duck Lake 7,IRI,1923,1979,2006
5935802,Tsinstikeptum  9,IRI,5171,5022,2006
5935803,Tsinstikeptum 10,IRI,1036,856,2006
5937005,Lumby,VL,1634,1618,2006
5937010,Coldstream,DM,9471,9106,2006
5937014,Vernon,CY,35944,33542,2006
5937017,North Okanagan B,RDA,3211,3034,2006
5937021,North Okanagan C,RDA,3947,3612,2006
5937022,North Okanagan D,RDA,2837,2840,2006
5937023,North Okanagan E,RDA,934,938,2006
5937024,Spallumcheen,DM,4960,5134,2006
5937028,Armstrong,CY,4241,4256,2006
5937033,Enderby,CY,2828,2818,2006
5937041,North Okanagan F,RDA,4091,3855,2006
5937801,Okanagan (Part) 1,IRI,2192,1800,2006
5937802,Enderby 2,IRI,353,238,2006
5937803,Priest's Valley 6,IRI,653,436,2006
5937805,Harris 3,IRI,5,0,2006
5939007,Golden,T,3811,4020,2006
5939011,Columbia-Shuswap A,RDA,3097,3135,2006
5939019,Revelstoke,CY,7230,7500,2006
5939023,Columbia-Shuswap B,RDA,706,625,2006
5939032,Salmon Arm,CY,16012,15210,2006
5939037,Columbia-Shuswap C,RDA,7695,6762,2006
5939039,Columbia-Shuswap D,RDA,3899,3904,2006
5939043,Columbia-Shuswap E,RDA,1528,1491,2006
5939044,Columbia-Shuswap F,RDA,2731,2126,2006
5939045,Sicamous,DM,2676,2720,2006
5939801,Chum Creek 2,IRI,78,83,2006
5939802,Hustalen 1,IRI,73,26,2006
5939803,North Bay 5,IRI,66,51,2006
5939804,Okanagan (Part) 1,IRI,92,95,2006
5939805,Quaaout 1,IRI,186,230,2006
5939806,Salmon River 1,IRI,53,34,2006
5939807,Scotch Creek 4,IRI,15,29,2006
5939808,Switsemalph 3,IRI,63,63,2006
5939809,Switsemalph 6,IRI,108,115,2006
5939810,Switsemalph 7,IRI,22,0,2006
5941005,100 Mile House,DM,1885,1739,2006
5941009,Williams Lake,CY,10744,11153,2006
5941010,Cariboo D,RDA,3073,3296,2006
5941012,Cariboo E,RDA,4336,4668,2006
5941013,Quesnel,CY,9326,10044,2006
5941014,Cariboo F,RDA,4384,4961,2006
5941015,Cariboo G,RDA,4974,5001,2006
5941016,Cariboo H,RDA,1744,1834,2006
5941017,Cariboo L,RDA,4316,4254,2006
5941019,Cariboo A,RDA,5859,6428,2006
5941021,Cariboo B,RDA,3858,4338,2006
5941025,Wells,DM,236,235,2006
5941026,Cariboo C,RDA,1164,1323,2006
5941027,Cariboo I,RDA,1661,1773,2006
5941039,Cariboo J,RDA,808,880,2006
5941041,Cariboo K,RDA,552,674,2006
5941801,Alkali Lake 1,IRI,363,396,2006
5941802,Canim Lake 1,IRI,243,232,2006
5941803,Canim Lake 4,IRI,0,0,2006
5941804,Canoe Creek 3,IRI,39,0,2006
5941805,Deep Creek 2,IRI,132,120,2006
5941806,Dog Creek 1,IRI,109,100,2006
5941807,Dog Creek 2,IRI,48,44,2006
5941808,Lohbiee 3,IRI,80,77,2006
5941809,Quesnel 1,IRI,128,53,2006
5941810,Soda Creek 1,IRI,47,55,2006
5941811,Johny Sticks 2,IRI,15,15,2006
5941812,Williams Lake 1,IRI,237,273,2006
5941813,Canim Lake 2,IRI,10,15,2006
5941814,Alexandria 3A,IRI,15,26,2006
5941815,Alexandria 1,IRI,10,10,2006
5941816,Alexandria 3,IRI,0,0,2006
5941817,Alexis Creek 14,IRI,0,0,2006
5941818,Alexis Creek 16,IRI,0,0,2006
5941819,Alexis Creek 24,IRI,0,0,2006
5941820,Alexis Creek 25,IRI,0,0,2006
5941821,Anahim's Flat 1,IRI,526,386,2006
5941822,Anahim's Meadow 2,IRI,15,15,2006
5941823,Anahim's Meadow 2A,IRI,0,0,2006
5941824,Andy Cahoose Meadow 16,IRI,0,0,2006
5941825,Baezaeko River 25,IRI,0,0,2006
5941826,Cahoose  8,IRI,0,0,2006
5941827,Charley Boy's Meadow 3,IRI,0,5,2006
5941828,Chilco Lake 1,IRI,5,10,2006
5941829,Chilco Lake 1A,IRI,42,52,2006
5941830,Garden 2,IRI,5,5,2006
5941831,Tanakut 4,IRI,10,21,2006
5941832,Garden 2A,IRI,5,5,2006
5941833,Kluskus 1,IRI,32,52,2006
5941834,Louis Squinas Ranch 14,IRI,0,5,2006
5941835,Coglistiko River 29,IRI,0,5,2006
5941836,Baezaeko River 26,IRI,0,0,2006
5941837,Nazco 20,IRI,117,119,2006
5941838,Puntzi Lake 2,IRI,0,0,2006
5941839,Redstone Flat 1,IRI,163,185,2006
5941840,Squinas 2,IRI,176,319,2006
5941841,Stone 1,IRI,212,238,2006
5941842,Alexis Creek 17,IRI,0,0,2006
5941843,Seymour Meadows 19,IRI,0,0,2006
5941844,Agats Meadow 8,IRI,0,5,2006
5941845,Thomas Squinas Ranch 2A,IRI,10,10,2006
5941846,Toby's Meadow 4,IRI,0,0,2006
5941847,Alexis Creek  6,IRI,0,0,2006
5941848,Alexis Creek 21,IRI,0,0,2006
5941849,Baptiste Meadow 2,IRI,0,5,2006
5941850,Toosey 1,IRI,128,100,2006
5941851,Towdystan Lake 3,IRI,20,10,2006
5941852,Trout Lake Alec 16,IRI,0,20,2006
5941853,Tsunnia Lake 5,IRI,0,0,2006
5941854,Ulkatcho 13,IRI,0,0,2006
5941855,Windy Mouth 7,IRI,0,0,2006
5941856,Alexis Creek 34,IRI,0,0,2006
5941857,Casimiel Meadows 15A,IRI,0,0,2006
5941858,Cahoose 10,IRI,0,0,2006
5941859,Blackwater Meadow 11,IRI,0,0,2006
5941860,Cahoose 12,IRI,0,0,2006
5941861,Betty Creek 18,IRI,0,0,2006
5941862,Salmon River Meadow 7,IRI,0,0,2006
5941863,Tzetzi Lake 11,IRI,0,0,2006
5941864,Sundayman's Meadow 3,IRI,0,0,2006
5941865,Tatelkus Lake 28,IRI,0,0,2006
5941866,Euchinico Creek 17,IRI,26,0,2006
5941867,Kushya Creek 7,IRI,0,0,2006
5941868,Sandy Harry 4,IRI,0,0,2006
5941870,Alexandria 1A,IRI,17,0,2006
5941871,Fishtrap 19,IRI,20,29,2006
5941872,Swan Lake  3,IRI,5,10,2006
5941873,Alkali Lake 4A,IRI,5,5,2006
5941874,Little Springs  8,IRI,10,10,2006
5941875,Little Springs 18,IRI,5,16,2006
5941876,Lezbye  6,IRI,21,0,2006
5941879,Michel Gardens 36,IRI,0,0,2006
5941880,Ulkatcho 14A,IRI,219,0,2006
5941881,Baezaeko River 27,IRI,0,0,2006
5943008,Alert Bay,VL,556,583,2006
5943012,Port McNeill,T,2623,2821,2006
5943017,Port Alice,VL,821,1126,2006
5943023,Port Hardy,DM,3822,4574,2006
5943027,Mount Waddington B,RDA,150,169,2006
5943031,Mount Waddington C,RDA,736,829,2006
5943033,Mount Waddington D,RDA,304,401,2006
5943037,Mount Waddington A,RDA,1051,886,2006
5943801,Alert Bay 1,IRI,150,281,2006
5943802,Alert Bay 1A,IRI,303,411,2006
5943804,Fort Rupert 1,IRI,5,36,2006
5943805,Quattishe 1,IRI,0,0,2006
5943806,Tsulquate 4,IRI,432,387,2006
5943807,Dead Point 5,IRI,0,0,2006
5943808,Gwayasdums 1,IRI,40,35,2006
5943809,Hopetown 10A,IRI,0,5,2006
5943810,Karlukwees 1,IRI,0,0,2006
5943813,Quaee 7,IRI,148,95,2006
5943815,Kippase 2,IRI,271,269,2006
5943816,Quatsino Subdivision 18,IRI,234,198,2006
5943817,Thomas Point 5,IRI,0,0,2006
5943820,Apsagayu 1A,IRI,0,0,2006
5943824,Compton Island 6,IRI,0,0,2006
5943828,Mahmalillikullah 1,IRI,0,0,2006
5943832,Glen-Gla-Ouch 5,IRI,0,0,2006
5943836,Hope Island 1,IRI,5,5,2006
5945006,Central Coast A,RDA,138,143,2006
5945010,Central Coast C,RDA,556,697,2006
5945012,Central Coast D,RDA,421,516,2006
5945014,Central Coast E,RDA,135,167,2006
5945801,Bella Bella 1,IRI,1066,1253,2006
5945802,Bella Coola 1,IRI,788,909,2006
5945803,Katit 1,IRI,85,96,2006
5947007,Port Edward,DM,577,659,2006
5947012,Prince Rupert,CY,12815,14643,2006
5947016,Skeena-Queen Charlotte A,RDA,52,91,2006
5947021,Skeena-Queen Charlotte C,RDA,37,50,2006
5947023,Masset,VL,940,926,2006
5947026,Queen Charlotte,VL,948,1045,2006
5947027,Skeena-Queen Charlotte D,RDA,607,538,2006
5947030,Port Clements,VL,440,516,2006
5947032,Skeena-Queen Charlotte E,RDA,402,460,2006
5947803,Masset 1,IRI,694,707,2006
5947804,Skidegate 1,IRI,781,743,2006
5947806,Kulkayu (Hartley Bay) 4,IRI,157,162,2006
5947807,Dolphin Island 1,IRI,417,368,2006
5947809,Lax Kw'alaams 1,IRI,679,667,2006
5947810,S1/2 Tsimpsean 2,IRI,118,118,2006
5949005,Kitimat,DM,8987,10285,2006
5949011,Terrace,CY,11320,12109,2006
5949013,Kitimat-Stikine C (Part 1),RDA,2822,2998,2006
5949018,Kitimat-Stikine E,RDA,4002,4475,2006
5949020,Kitimat-Stikine C (Part 2),RDA,5,10,2006
5949022,Hazelton,VL,293,345,2006
5949024,New Hazelton,DM,627,750,2006
5949028,Kitimat-Stikine B,RDA,1618,1948,2006
5949032,Stewart,DM,496,661,2006
5949035,Nisga'a,NL,97,85,2006
5949039,Kitimat-Stikine A,RDA,46,81,2006
5949041,Kitimat-Stikine D,RDA,91,88,2006
5949802,Kitasoo 1,IRI,282,295,2006
5949803,Kitamaat 2,IRI,514,511,2006
5949804,Kitsumkaylum 1,IRI,251,265,2006
5949805,Kshish 4,IRI,10,58,2006
5949807,Kulspai 6,IRI,98,75,2006
5949810,Coryatsaqua (Moricetown) 2,IRI,170,159,2006
5949811,Hagwilget 1,IRI,229,237,2006
5949812,Gitanmaax 1,IRI,723,693,2006
5949813,Kispiox 1,IRI,617,651,2006
5949814,Gitsegukla 1,IRI,721,432,2006
5949815,Gitanyow 1,IRI,387,369,2006
5949816,Gitwangak 1,IRI,465,475,2006
5949817,Moricetown 1,IRI,227,190,2006
5949818,Sik-e-dakh 2,IRI,225,171,2006
5949819,Babine 17,IRI,154,157,2006
5949820,Bulkley River 19,IRI,36,63,2006
5949826,Telegraph Creek 6,IRI,62,63,2006
5949827,Telegraph Creek 6A,IRI,16,20,2006
5949830,Kluachon Lake 1,IRI,0,0,2006
5949831,Gitzault 24,IRI,0,0,2006
5949832,Iskut 6,IRI,335,283,2006
5949834,New Aiyansh,NVL,806,716,2006
5949836,Aiyansh (Kitladamas) 1,NVL,0,0,2006
5949838,Gitwinksihlkw,NVL,201,212,2006
5949840,Laxgalts'ap,NVL,474,467,2006
5949842,Gingolx,NVL,341,339,2006
5949843,Guhthe Tah 12,IRI,173,140,2006
5949844,Kitselas 1,IRI,78,0,2006
5951007,Vanderhoof,DM,4064,4390,2006
5951009,Fraser Lake,VL,1113,1268,2006
5951013,Fort St. James,DM,1355,1927,2006
5951015,Bulkley-Nechako C,RDA,1355,1688,2006
5951017,Bulkley-Nechako D,RDA,1665,1715,2006
5951019,Bulkley-Nechako F,RDA,3137,3384,2006
5951022,Burns Lake,VL,2107,1947,2006
5951028,Bulkley-Nechako B,RDA,2154,2277,2006
5951031,Bulkley-Nechako E,RDA,1788,1750,2006
5951032,Granisle,VL,364,353,2006
5951034,Houston,DM,3163,3577,2006
5951038,Telkwa,VL,1295,1371,2006
5951043,Smithers,T,5217,5414,2006
5951051,Bulkley-Nechako A,RDA,5290,5696,2006
5951053,Bulkley-Nechako G,RDA,1059,1099,2006
5951801,Ye Koo Che 3,IRI,93,71,2006
5951802,Nautley (Fort Fraser) 1,IRI,153,200,2006
5951803,Nak'azdli (Necoslie 1),IRI,495,469,2006
5951804,Sowchea 3,IRI,10,0,2006
5951805,Binche 2 (Pinchie 2),IRI,110,115,2006
5951806,Seaspunkut 4,IRI,15,21,2006
5951807,Stellaquo (Stella) 1,IRI,186,172,2006
5951808,Tsay Cho 4,IRI,0,0,2006
5951809,Stony Creek 1,IRI,384,413,2006
5951810,Tache 1,IRI,375,307,2006
5951811,Tacla Lake (Ferry Landing) 9,IRI,0,0,2006
5951812,North Tacla Lake 7,IRI,121,140,2006
5951813,Laketown 3,IRI,27,26,2006
5951814,Dzitline Lee 9,IRI,17,38,2006
5951815,Burns Lake 18,IRI,57,35,2006
5951816,Kuz Che 5,IRI,0,0,2006
5951817,Bihl' k'a 18,IRI,0,0,2006
5951818,Cheslatta 1,IRI,86,69,2006
5951819,Omineca 1,IRI,5,10,2006
5951820,Palling 1,IRI,75,24,2006
5951821,Duncan Lake 2,IRI,10,23,2006
5951822,Francois Lake 7,IRI,10,15,2006
5951823,Skins Lake 16A,IRI,0,0,2006
5951824,Skins Lake 16B,IRI,26,23,2006
5951825,Tatla West 11,IRI,0,0,2006
5951826,Uncha Lake 13A,IRI,16,5,2006
5951827,Woyenne 27,IRI,614,593,2006
5951828,Babine  6,IRI,78,77,2006
5951829,Babine 25,IRI,105,86,2006
5951830,Jean Baptiste 28,IRI,5,5,2006
5951833,Tatla't East 2,IRI,5,0,2006
5951835,Isaac (Gale Lake) 8,IRI,0,0,2006
5951837,Maxan Lake 4,IRI,0,0,2006
5951840,Williams Prairie Meadow 1A,IRI,19,23,2006
5951841,North Tacla Lake 7A,IRI,10,40,2006
5951842,Bihlk'a 6,IRI,0,0,2006
5951844,Poison Creek 17A,IRI,5,0,2006
5951845,Tadinlay 15,IRI,0,0,2006
5951846,Nedoats 11,IRI,5,0,2006
5951847,Babine Lake 21B,IRI,0,0,2006
5953007,Valemount,VL,1018,1243,2006
5953012,McBride,VL,660,711,2006
5953019,Fraser-Fort George H,RDA,1877,2009,2006
5953023,Prince George,CY,70981,72406,2006
5953033,Mackenzie,DM,4539,5206,2006
5953038,Fraser-Fort George A,RDA,3275,3406,2006
5953042,Fraser-Fort George C,RDA,3217,3178,2006
5953044,Fraser-Fort George D,RDA,4361,4527,2006
5953046,Fraser-Fort George E,RDA,502,564,2006
5953048,Fraser-Fort George F,RDA,1284,1412,2006
5953050,Fraser-Fort George G,RDA,349,479,2006
5953801,Fort George (Shelley) 2,IRI,107,106,2006
5953802,McLeod Lake 1,IRI,94,70,2006
5953804,Parsnip 5,IRI,0,0,2006
5955003,Tumbler Ridge,DM,2454,1851,2006
5955005,Pouce Coupe,VL,739,833,2006
5955010,Chetwynd,DM,2633,2591,2006
5955014,Dawson Creek,CY,10994,10754,2006
5955021,Peace River D,RDA,5749,5857,2006
5955023,Peace River E,RDA,3031,3142,2006
5955025,Hudson's Hope,DM,1012,1039,2006
5955030,Taylor,DM,1384,1143,2006
5955034,Fort St. John,CY,17402,16051,2006
5955040,Peace River B,RDA,5538,4997,2006
5955042,Peace River C,RDA,6350,5813,2006
5955801,East Moberly Lake 169,IRI,275,330,2006
5955802,West Moberly Lake 168A,IRI,51,52,2006
5955803,Blueberry River 205,IRI,187,136,2006
5955804,Doig River 206,IRI,124,139,2006
5955807,Fort Ware 1,IRI,239,215,2006
5955808,Halfway River 168,IRI,102,137,2006
5955812,Ingenika Point,S-E,0,0,2006
5957022,Stikine Region,RDA,574,931,2006
5957801,Dease Lake 9,IRI,68,66,2006
5957802,Unnamed 10,IRI,227,17,2006
5957803,Five Mile Point  3,IRI,95,97,2006
5957804,Good Hope Lake,S-E,32,75,2006
5957805,Tahltan 1,IRI,0,0,2006
5957813,Lower Post,S-E,113,28,2006
5957814,Liard River 3,IRI,0,102,2006
5959005,Fort Nelson,T,4514,4188,2006
5959011,Northern Rockies A,RDA,1079,937,2006
5959013,Northern Rockies B,RDA,109,100,2006
5959805,Fontas 1,IRI,0,0,2006
5959806,Fort Nelson 2,IRI,359,390,2006
5959809,Kahntah 3,IRI,0,5,2006
5959810,Prophet River 4,IRI,86,100,2006
5901003,Elkford,DM,2523,2463,2011
5901006,Sparwood,DM,3667,3618,2011
5901012,Fernie,CY,4448,4217,2011
5901017,East Kootenay A,RDA,1899,1873,2011
5901019,East Kootenay B,RDA,1746,1819,2011
5901022,Cranbrook,CY,19319,18329,2011
5901028,Kimberley,CY,6652,6139,2011
5901035,East Kootenay C,RDA,5713,5804,2011
5901037,East Kootenay E,RDA,1634,1731,2011
5901039,Invermere,DM,2955,3002,2011
5901040,Radium Hot Springs,VL,777,735,2011
5901043,Canal Flats,VL,715,700,2011
5901046,East Kootenay F,RDA,2635,2939,2011
5901048,East Kootenay G,RDA,1412,1563,2011
5901801,Tobacco Plains 2,IRI,57,67,2011
5901802,Isidore's Ranch 4,IRI,0,0,2011
5901803,Kootenay 1,IRI,104,159,2011
5901804,Columbia Lake 3,IRI,131,153,2011
5901805,Cassimayooks (Mayook) 5,IRI,5,5,2011
5901806,Shuswap,IRI,293,169,2011
5903004,Creston,T,5306,4826,2011
5903010,Central Kootenay A,RDA,2030,2041,2011
5903011,Salmo,VL,1139,1007,2011
5903013,Central Kootenay B,RDA,4464,4575,2011
5903015,Nelson,CY,10230,9258,2011
5903017,Central Kootenay C,RDA,1372,1284,2011
5903019,Slocan,VL,296,314,2011
5903023,Kaslo,VL,1026,1072,2011
5903027,Silverton,VL,195,185,2011
5903032,New Denver,VL,504,512,2011
5903039,Central Kootenay D,RDA,1413,1525,2011
5903041,Central Kootenay E,RDA,3781,3716,2011
5903043,Central Kootenay F,RDA,3976,3730,2011
5903045,Castlegar,CY,7816,7259,2011
5903047,Central Kootenay G,RDA,1597,1605,2011
5903050,Nakusp,VL,1569,1524,2011
5903052,Central Kootenay H,RDA,4289,4319,2011
5903056,Central Kootenay I,RDA,2570,2415,2011
5903058,Central Kootenay J,RDA,2996,2792,2011
5903060,Central Kootenay K,RDA,1759,1800,2011
5903807,Creston 1,IRI,113,124,2011
5905005,Fruitvale,VL,2016,1952,2011
5905009,Montrose,VL,1030,1012,2011
5905014,Trail,CY,7681,7237,2011
5905018,Warfield,VL,1700,1729,2011
5905023,Rossland,CY,3556,3278,2011
5905026,Kootenay Boundary A,RDA,1845,1989,2011
5905030,Kootenay Boundary B,RDA,1395,1418,2011
5905032,Grand Forks,CY,3985,4036,2011
5905037,Midway,VL,674,621,2011
5905042,Greenwood,CY,708,625,2011
5905050,Kootenay Boundary C,RDA,1391,1435,2011
5905052,Kootenay Boundary D,RDA,3187,3176,2011
5905054,Kootenay Boundary E,RDA,1970,2234,2011
5907005,Osoyoos,T,4845,4752,2011
5907009,Keremeos,VL,1330,1289,2011
5907014,Oliver,T,4824,4395,2011
5907022,Okanagan-Similkameen A,RDA,1892,1921,2011
5907024,Princeton,T,2724,2780,2011
5907026,Okanagan-Similkameen B,RDA,1140,1082,2011
5907028,Okanagan-Similkameen C,RDA,3473,3874,2011
5907035,Summerland,DM,11280,10828,2011
5907041,Penticton,CY,32877,31909,2011
5907047,Okanagan-Similkameen D,RDA,5717,5913,2011
5907049,Okanagan-Similkameen E,RDA,1844,2010,2011
5907051,Okanagan-Similkameen F,RDA,2100,2011,2011
5907053,Okanagan-Similkameen G,RDA,2314,2308,2011
5907055,Okanagan-Similkameen H,RDA,1768,2105,2011
5907801,Lower Similkameen 2,IRI,50,47,2011
5907802,Osoyoos 1,IRI,628,599,2011
5907803,Penticton 1,IRI,1667,1470,2011
5907805,Chopaka 7 & 8,IRI,70,54,2011
5907806,Blind Creek 6,IRI,25,21,2011
5907807,Chuchuwayha 2,IRI,76,64,2011
5907808,Alexis 9,IRI,25,5,2011
5907809,Ashnola 10,IRI,73,38,2011
5909009,Hope,DM,5969,6185,2011
5909014,Fraser Valley A,RDA,442,478,2011
5909016,Fraser Valley B,RDA,721,796,2011
5909020,Chilliwack,CY,77936,69217,2011
5909027,Harrison Hot Springs,VL,1468,1573,2011
5909032,Kent,DM,5664,4738,2011
5909034,Fraser Valley D,RDA,1346,1296,2011
5909036,Fraser Valley E,RDA,3358,3481,2011
5909048,Fraser Valley C,RDA,973,952,2011
5909052,Abbotsford,CY,133497,124258,2011
5909056,Mission,DM,36426,34505,2011
5909060,Fraser Valley F,RDA,1303,1339,2011
5909062,Fraser Valley G,RDA,1764,1914,2011
5909804,Chawathil 4,IRI,163,171,2011
5909805,Inkahtsaph 6,IRI,0,5,2011
5909806,Kopchitchin 2,IRI,32,32,2011
5909807,Ohamil 1,IRI,77,89,2011
5909808,Puckatholetchin 11,IRI,5,5,2011
5909809,Saddle Rock 9,IRI,0,0,2011
5909810,Lukseetsissum 9,IRI,21,20,2011
5909812,Schkam 2,IRI,132,138,2011
5909814,Skawahlook 1,IRI,0,19,2011
5909815,Speyum 3,IRI,0,0,2011
5909816,Spuzzum 1,IRI,32,20,2011
5909817,Tuckkwiowhum 1,IRI,36,34,2011
5909818,Yale Town 1,IRI,10,10,2011
5909819,Kahmoose 4,IRI,88,73,2011
5909821,Kwawkwawapilt 6,IRI,342,351,2011
5909824,Skwah 4,IRI,216,230,2011
5909825,Skwali 3,IRI,10,10,2011
5909826,Skway 5,IRI,98,89,2011
5909827,Soowahlie 14,IRI,187,211,2011
5909830,Tzeachten 13,IRI,1467,1188,2011
5909831,Yakweakwioose 12,IRI,39,37,2011
5909832,Seabird Island,IRI,594,548,2011
5909833,Scowlitz 1,IRI,10,10,2011
5909834,Tseatah 2,IRI,16,10,2011
5909835,Aitchelitch 9,IRI,18,15,2011
