goal,model,lag,yrs,rgns,adj_r_squared,aic,model_error,intercept,factor_rgn_code_cc,factor_rgn_code_hg,factor_rgn_code_nc,factor_rgn_code_nv,factor_rgn_code_po,factor_rgn_code_sg,factor_rgn_code_wv,factor_year_2002,factor_year_2003,factor_year_2004,factor_year_2005,factor_year_2006,factor_year_2007,factor_year_2008,factor_year_2009,factor_year_2010,factor_year_2011,factor_year_2012,factor_year_2013,factor_year_2014,factor_year_2015,res_ecol,res_reg,res_soc
HAB,d_prs ~ res_reg + factor(year) + factor(rgn_code),1,14,7,0.2449610342063604,-382.4476593012791,NA,0.0159,0.0016,0.0087,0.0000,0.0159,-0.0374,0.0215,0.0195,-0.0370,0.0163,0.0210,0.0148,0.0019,-0.0114,-0.0579*,-0.0105,0.0006,-0.0008,-0.0064,-0.0140,0.0954***,0.0134,NA,-0.1616,NA
HAB,d_prs ~ res_ecol + factor(year) + factor(rgn_code),1,14,7,0.23595810362226088,-381.02526718762783,NA,1.4925,0.0431,0.0451,-0.0241,0.0319,0.1463,-0.0098,0.0808,-0.0370,0.0150,0.0197,0.0120,0.0013,-0.0124,-0.0622**,-0.0140,-0.0058,-0.0075,-0.0247,-0.0292,0.0813***,-0.0018,-1.7563,NA,NA
HAB,d_prs ~ res_soc + factor(year) + factor(rgn_code),1,14,5,0.2828833168908399,-275.9831867674273,NA,-0.0868,NA,-0.0056,-0.0138,-0.0013,NA,-0.0033,-0.0053,-0.0249,0.0161,0.0293,0.0256,0.0158,-0.0069,-0.0473°,-0.0057,-0.0045,-0.0105,-0.0223,-0.0429,0.1085***,-0.0101,NA,NA,0.0923
HAB,d_prs ~ res_reg + res_ecol + factor(year) + factor(rgn_code),1,14,7,0.23711963031307282,-380.4513691834714,NA,-0.4607,-0.0104,-0.0036,0.0090,0.0114,-0.0814,0.0307,0.0000,-0.0370,0.0167,0.0214,0.0156,0.0021,-0.0111,-0.0576*,-0.0104,0.0009,-0.0005,-0.0059,-0.0141,0.0952***,0.0132,0.5512,-0.1634,NA
HAB,d_prs ~ res_reg + res_soc + factor(year) + factor(rgn_code),1,14,5,0.2724735698435048,-274.00002002824095,NA,-0.0520,NA,-0.0014,-0.0082,0.0051,NA,0.0057,0.0040,-0.0248,0.0163,0.0296,0.0260,0.0162,-0.0065,-0.0462,-0.0048,-0.0030,-0.0090,-0.0179,-0.0388,0.1123*,-0.0060,NA,-0.0368,0.0518
HAB,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),1,14,5,0.2746248057353423,-274.26653686392626,NA,7.6083,NA,0.0022,-0.3413,-0.1157,NA,-0.3331,0.1161,-0.0249,0.0099,0.0231,0.0104,0.0115,-0.0112,-0.0515°,-0.0054,-0.0086,-0.0146,-0.0264,-0.0378,0.1147***,-0.0039,-8.6664,NA,0.0818
HAB,d_prs ~ res_reg + res_ecol + res_soc + factor(year) + factor(rgn_code),1,14,5,0.2639471131024721,-272.2847297126508,NA,7.6623,NA,0.0065,-0.3363,-0.1092,NA,-0.3245,0.1259,-0.0248,0.0101,0.0234,0.0107,0.0120,-0.0107,-0.0505,-0.0045,-0.0070,-0.0131,-0.0218,-0.0335,0.1186*,0.0004,-8.6867,-0.0382,0.0396
HAB,intercept only,1,14,7,0.2435087226217093,-382.9862819186096,NA,-0.0277,0.0053,0.0058,0.0047,0.0175,0.0079,0.0195,0.0188,-0.0370,0.0162,0.0208,0.0146,0.0020,-0.0117,-0.0615**,-0.0141,-0.0052,-0.0069,-0.0238,-0.0301,0.0802***,-0.0029,NA,NA,NA
HAB,d_prs ~ res_reg + factor(year) + factor(rgn_code),2,13,7,0.4155125608411874,-340.51071921427047,NA,-0.0139,0.0054,0.0189,0.0040,0.0356°,-0.0670,0.0441*,0.0429*,0.0152,0.0734**,0.0721**,0.0531*,0.0266,-0.0342,-0.0299,0.0242,0.0352,0.0163,0.0158,0.1061***,0.1355***,NA,NA,-0.2939°,NA
HAB,d_prs ~ res_ecol + factor(year) + factor(rgn_code),2,13,7,0.40679292181828497,-338.8521950346964,NA,13.4103,0.3494,0.3655,-0.2435,0.1674,1.2466,-0.2199,0.5937,0.0152,0.0630*,0.0616*,0.0294,0.0207,-0.0409,-0.0424°,0.0182,0.0190,-0.0004,-0.0235,0.0850**,0.1176***,NA,-15.6024,NA,NA
HAB,d_prs ~ res_soc + factor(year) + factor(rgn_code),2,13,5,0.4354750822376521,-252.19870795757754,NA,-0.2231,NA,-0.0121,-0.0312,-0.0063,NA,-0.0140,-0.0160,0.0151,0.0686*,0.0786**,0.0646*,0.0317,-0.0294,-0.0276,0.0140,0.0093,-0.0091,-0.0387,0.0769**,0.1151***,NA,NA,NA,0.2236
HAB,d_prs ~ res_reg + res_ecol + factor(year) + factor(rgn_code),2,13,7,0.4153867409373899,-339.738021754644,NA,10.4511,0.2673,0.2898,-0.1939,0.1357,0.8972,-0.1585,0.4709,0.0152,0.0655*,0.0642*,0.0349,0.0219,-0.0390,-0.0353,0.0239,0.0296,0.0107,0.0065,0.1094***,0.1401***,NA,-12.1013,-0.2620,NA
HAB,d_prs ~ res_reg + res_soc + factor(year) + factor(rgn_code),2,13,5,0.4265143778781021,-250.1987092202903,NA,-0.2234,NA,-0.0121,-0.0312,-0.0064,NA,-0.0141,-0.0161,0.0151,0.0686*,0.0786**,0.0646*,0.0316,-0.0294,-0.0276,0.0140,0.0093,-0.0091,-0.0387,0.0769,0.1151*,NA,NA,0.0003,0.2239
HAB,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),2,13,5,0.4664384740646349,-256.2600212602849,NA,40.6501*,NA,0.0301,-1.7727*,-0.6113*,NA,-1.7652*,0.6314*,0.0152,0.0358,0.0460,-0.0163,0.0092,-0.0520°,-0.0503°,0.0156,-0.0123,-0.0309,-0.0604*,0.1042***,0.1478***,NA,-46.0310*,NA,0.1647
HAB,d_prs ~ res_reg + res_ecol + res_soc + factor(year) + factor(rgn_code),2,13,5,0.45788089219498307,-254.26749701953355,NA,40.7228*,NA,0.0329,-1.7712*,-0.6078*,NA,-1.7613*,0.6384*,0.0153,0.0359,0.0461,-0.0161,0.0095,-0.0517°,-0.0497,0.0162,-0.0113,-0.0299,-0.0575,0.1070*,0.1504**,NA,-46.0865*,-0.0251,0.1374
HAB,intercept only,2,13,7,0.40245562294784,-338.79869227625,NA,-0.0936***,0.0127,0.0159,0.0129,0.0387*,0.0150,0.0408*,0.0416*,0.0152,0.0731**,0.0717**,0.0528*,0.0267,-0.0348,-0.0364,0.0176,0.0246,0.0052,-0.0159,0.0767**,0.1079***,NA,NA,NA,NA
HAB,d_prs ~ res_reg + factor(year) + factor(rgn_code),3,12,7,0.31505167628332575,-277.01186044070744,NA,-0.0414,0.0121,0.0255,0.0138,0.0405°,-0.0379,0.0562*,0.0449°,0.0195,0.0716*,0.0577*,0.0253,-0.0474,-0.0609*,-0.0503°,0.0007,-0.0074,-0.0295,0.0585,0.0779*,NA,NA,NA,-0.2182,NA
HAB,d_prs ~ res_ecol + factor(year) + factor(rgn_code),3,12,7,0.30884520942820903,-276.07373752978623,NA,7.5070,0.2081,0.2225,-0.1238,0.1163,0.7182,-0.0926,0.3559,0.0195,0.0657*,0.0517,0.0118,-0.0507°,-0.0648*,-0.0585°,-0.0038,-0.0184,-0.0409,0.0306,0.0608°,NA,NA,-8.7907,NA,NA
HAB,d_prs ~ res_soc + factor(year) + factor(rgn_code),3,12,5,0.3678973852899422,-214.99214115915552,NA,-0.1579,NA,-0.0009,-0.0127,0.0091,NA,0.0151,0.0036,0.0273,0.0785*,0.0788*,0.0420,-0.0290,-0.0482,-0.0454,-0.0116,-0.0301,-0.0650*,0.0347,0.0474,NA,NA,NA,NA,0.1125
HAB,d_prs ~ res_reg + res_ecol + factor(year) + factor(rgn_code),3,12,7,0.3076640652291224,-275.1567806369474,NA,5.2442,0.1445,0.1628,-0.0864,0.0916,0.4490,-0.0458,0.2617,0.0195,0.0677*,0.0537°,0.0161,-0.0498°,-0.0633*,-0.0529°,0.0007,-0.0100,-0.0322,0.0542,0.0800*,NA,NA,-6.1112,-0.2061,NA
HAB,d_prs ~ res_reg + res_soc + factor(year) + factor(rgn_code),3,12,5,0.36618423881223605,-214.11439460294656,NA,-0.4989,NA,-0.0394,-0.0650,-0.0522,NA,-0.0715,-0.0858,0.0265,0.0765*,0.0758*,0.0382,-0.0334,-0.0527,-0.0560°,-0.0210,-0.0450,-0.0797*,-0.0096,0.0064,NA,NA,NA,0.3701,0.5051
HAB,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),3,12,5,0.3570349565663449,-212.9964952294517,NA,-1.7003,NA,-0.0026,0.0531,0.0318,NA,0.0812,-0.0210,0.0273,0.0798*,0.0801*,0.0450,-0.0282,-0.0474,-0.0445,-0.0117,-0.0293,-0.0642°,0.0355,0.0463,NA,NA,1.7369,NA,0.1149
HAB,d_prs ~ res_reg + res_ecol + res_soc + factor(year) + factor(rgn_code),3,12,5,0.3552544513019392,-212.13735129801591,NA,-4.0299,NA,-0.0436,0.0849,-0.0010,NA,0.0786,-0.1429,0.0265,0.0793*,0.0786*,0.0451,-0.0315,-0.0508,-0.0542,-0.0212,-0.0433,-0.0780*,-0.0082,0.0036,NA,NA,3.9721,0.3743,0.5150
HAB,intercept only,3,12,7,0.31507195296979407,-277.76941535390245,NA,-0.1009***,0.0181,0.0250,0.0208,0.0430°,0.0226,0.0540*,0.0439°,0.0195,0.0714*,0.0574°,0.0250,-0.0473,-0.0614*,-0.0551°,-0.0041,-0.0152,-0.0377,0.0349,0.0560°,NA,NA,NA,NA,NA
HAB,d_prs ~ res_reg + factor(year) + factor(rgn_code),4,11,7,0.32137114898004326,-240.31996904826724,NA,-0.0332,0.0125,0.0290,0.0203,0.0554*,-0.0503,0.0750**,0.0539*,0.0139,0.0530°,0.0258,-0.0529°,-0.0775*,-0.0830**,-0.0732*,-0.0413,-0.0526,0.0173,0.0396,NA,NA,NA,NA,-0.2626,NA
HAB,d_prs ~ res_ecol + factor(year) + factor(rgn_code),4,11,7,0.32706970400800983,-241.12950006381834,NA,30.5113,0.7866,0.8288,-0.5525,0.3574,2.8291,-0.5162,1.3123,0.0139,0.0297,0.0024,-0.1063*,-0.0911**,-0.0973**,-0.0928**,-0.0458,-0.0748*,-0.0055,-0.0060,NA,NA,NA,-35.3800,NA,NA
HAB,d_prs ~ res_soc + factor(year) + factor(rgn_code),4,11,5,0.4138700728427779,-193.96206088638604,NA,-0.2270,NA,-0.0053,-0.0206,0.0082,NA,0.0123,-0.0102,0.0246,0.0661*,0.0428,-0.0333,-0.0612°,-0.0782*,-0.0807*,-0.0618°,-0.0964**,-0.0043,-0.0037,NA,NA,NA,NA,NA,0.2194
HAB,d_prs ~ res_reg + res_ecol + factor(year) + factor(rgn_code),4,11,7,0.3246004423056176,-240.04942254846748,NA,28.0211,0.7160,0.7606,-0.5116,0.3297,2.5334,-0.4651,1.2083,0.0139,0.0318,0.0047,-0.1016°,-0.0901**,-0.0957**,-0.0866*,-0.0410,-0.0657°,0.0041,0.0197,NA,NA,NA,-32.4313,-0.2242,NA
HAB,d_prs ~ res_reg + res_soc + factor(year) + factor(rgn_code),4,11,5,0.42899914004191375,-195.1907497584198,NA,-0.8306°,NA,-0.0703,-0.1101,-0.0982,NA,-0.1389,-0.1668,0.0232,0.0625°,0.0376,-0.0400,-0.0689*,-0.0861*,-0.0998**,-0.0789*,-0.1236**,-0.0311,-0.0842,NA,NA,NA,NA,0.6710,0.9065
HAB,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),4,11,5,0.4029311283364688,-191.9765434741472,NA,3.5970,NA,-0.0009,-0.1835,-0.0476,NA,-0.1511,0.0513,0.0246,0.0630,0.0398,-0.0408,-0.0633,-0.0803*,-0.0828*,-0.0617°,-0.0985*,-0.0064,-0.0058,NA,NA,NA,-4.3050,NA,0.2115
HAB,d_prs ~ res_reg + res_ecol + res_soc + factor(year) + factor(rgn_code),4,11,5,0.41803136121362017,-193.1923589331448,NA,-2.0833,NA,-0.0719,-0.0569,-0.0801,NA,-0.0857,-0.1872,0.0232,0.0634,0.0386,-0.0375,-0.0683°,-0.0854*,-0.0991*,-0.0789*,-0.1230**,-0.0305,-0.0837,NA,NA,NA,1.4089,0.6723,0.9104
HAB,intercept only,4,11,7,0.3213511943203753,-241.06222643895615,NA,-0.1052***,0.0203,0.0310,0.0292,0.0588*,0.0219,0.0726**,0.0527*,0.0139,0.0527°,0.0254,-0.0532°,-0.0774*,-0.0836**,-0.0790*,-0.0472,-0.0620°,0.0074,0.0113,NA,NA,NA,NA,NA,NA
HAB,d_prs ~ res_reg + factor(year) + factor(rgn_code),5,10,7,0.37254591245893576,-215.2906002390562,NA,0.0055,0.0073,0.0187,0.0168,0.0636*,-0.1008,0.0969***,0.0684*,0.0022,0.0269,-0.0468,-0.0771*,-0.0938**,-0.1002**,-0.1041**,-0.0782*,0.0043,0.0071,NA,NA,NA,NA,NA,-0.4287,NA
HAB,d_prs ~ res_ecol + factor(year) + factor(rgn_code),5,10,7,0.37553348024773836,-215.71060525048318,NA,39.0604,1.0021,1.0477,-0.7117,0.4528°,3.6116,-0.6586,1.6786,0.0021,-0.0029,-0.0768*,-0.1455*,-0.1111**,-0.1186***,-0.1312***,-0.0860**,-0.0275,-0.0256,NA,NA,NA,NA,-45.2693,NA,NA
HAB,d_prs ~ res_soc + factor(year) + factor(rgn_code),5,10,5,0.4903292680703263,-179.62577838143162,NA,-0.4082°,NA,-0.0323,-0.0539,-0.0184,NA,-0.0164,-0.0494,0.0151,0.0326,-0.0312,-0.0643*,-0.0902**,-0.1113***,-0.1267***,-0.1251***,-0.0329,-0.0372,NA,NA,NA,NA,NA,NA,0.4967
HAB,d_prs ~ res_reg + res_ecol + factor(year) + factor(rgn_code),5,10,7,0.3829400515890671,-216.04527481486292,NA,39.3403,0.9920,1.0438,-0.7304,0.4483°,3.5094,-0.6585,1.6870,0.0022,-0.0026,-0.0764*,-0.1452*,-0.1114**,-0.1179***,-0.1217***,-0.0764*,-0.0121,-0.0093,NA,NA,NA,NA,-45.4552,-0.4308,NA
HAB,d_prs ~ res_reg + res_soc + factor(year) + factor(rgn_code),5,10,5,0.4914999506534876,-179.13842368376638,NA,-0.8257°,NA,-0.0745,-0.1130,-0.0900,NA,-0.1192,-0.1561,0.0141,0.0301,-0.0348,-0.0689*,-0.0955**,-0.1168***,-0.1404***,-0.1374***,-0.0526,-0.0568,NA,NA,NA,NA,NA,0.4853,0.9623°
HAB,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),5,10,5,0.4808458676705183,-177.7698802887855,NA,11.4931,NA,-0.0185,-0.5611,-0.1919,NA,-0.5249,0.1422,0.0151,0.0231,-0.0407,-0.0878,-0.0967*,-0.1178**,-0.1333***,-0.1247***,-0.0392,-0.0436,NA,NA,NA,NA,-13.3978,NA,0.4716
HAB,d_prs ~ res_reg + res_ecol + res_soc + factor(year) + factor(rgn_code),5,10,5,0.48127689935289997,-177.2142250602015,NA,7.7519,NA,-0.0637,-0.4770,-0.2135,NA,-0.4832,-0.0161,0.0142,0.0233,-0.0416,-0.0857,-0.1000*,-0.1214**,-0.1449***,-0.1368***,-0.0568,-0.0610,NA,NA,NA,NA,-9.6469,0.4757,0.9350
HAB,intercept only,5,10,7,0.3655488880576674,-215.048494805318,NA,-0.1129***,0.0214,0.0267,0.0323,0.0696*,0.0156,0.0936**,0.0666*,0.0021,0.0265,-0.0474,-0.0776*,-0.0936**,-0.1011**,-0.1137***,-0.0877**,-0.0111,-0.0092,NA,NA,NA,NA,NA,NA,NA
HAB,d_prs ~ res_reg + factor(year) + factor(rgn_code),6,9,7,0.4654643120173204,-205.9176719963606,NA,-0.0198,0.0097,0.0064,0.0179,0.0805**,-0.1049,0.1146***,0.0836**,-0.0107,-0.0343,-0.0600*,-0.0819**,-0.0993**,-0.1221***,-0.1320***,-0.0164,-0.0015,NA,NA,NA,NA,NA,NA,-0.4019,NA
HAB,d_prs ~ res_ecol + factor(year) + factor(rgn_code),6,9,7,0.4623338983778228,-205.45053268514746,NA,23.1477,0.6074,0.6260,-0.4084,0.3151,2.1429,-0.3341,1.0401,-0.0107,-0.0522,-0.0780*,-0.1228*,-0.1096**,-0.1333***,-0.1513***,-0.0243,-0.0257,NA,NA,NA,NA,NA,-26.9028,NA,NA
HAB,d_prs ~ res_soc + factor(year) + factor(rgn_code),6,9,5,0.6182533810211672,-177.4106893421808,NA,-0.5298*,NA,-0.0584,-0.0748,-0.0241,NA,-0.0285,-0.0665,-0.0074,-0.0310,-0.0527°,-0.0835**,-0.1139***,-0.1474***,-0.1793***,-0.0539°,-0.0578*,NA,NA,NA,NA,NA,NA,NA,0.6682°
HAB,d_prs ~ res_reg + res_ecol + factor(year) + factor(rgn_code),6,9,7,0.46457898095570604,-205.08612232610176,NA,24.1113,0.6136,0.6351,-0.4406,0.3171,2.1076,-0.3479,1.0769,-0.0107,-0.0524,-0.0781*,-0.1237*,-0.1102**,-0.1329***,-0.1425***,-0.0151,-0.0112,NA,NA,NA,NA,NA,-27.8833,-0.4123,NA
HAB,d_prs ~ res_reg + res_soc + factor(year) + factor(rgn_code),6,9,5,0.6316352313949382,-178.93106570474174,NA,-1.0909*,NA,-0.1097*,-0.1489*,-0.1168,NA,-0.1635,-0.2073°,-0.0086,-0.0343,-0.0575*,-0.0896**,-0.1208***,-0.1549***,-0.1989***,-0.0717*,-0.0868*,NA,NA,NA,NA,NA,NA,0.7083,1.2708*
HAB,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),6,9,5,0.6107749288182207,-175.62601975362392,NA,12.4181,NA,-0.0431,-0.6265,-0.2124,NA,-0.5811,0.1421,-0.0073,-0.0413,-0.0629,-0.1091,-0.1209***,-0.1545***,-0.1864***,-0.0534°,-0.0647°,NA,NA,NA,NA,NA,-14.5750,NA,0.6395
HAB,d_prs ~ res_reg + res_ecol + res_soc + factor(year) + factor(rgn_code),6,9,5,0.6234697723601923,-177.02741573084018,NA,7.3651,NA,-0.0990,-0.5078,-0.2384,NA,-0.5221,-0.0691,-0.0086,-0.0410,-0.0641°,-0.1061,-0.1252***,-0.1594***,-0.2033***,-0.0711*,-0.0908*,NA,NA,NA,NA,NA,-9.5095,0.6980,1.2433*
HAB,intercept only,6,9,7,0.4637615451467617,-206.38320921243994,NA,-0.1321***,0.0244,0.0190,0.0336,0.0867**,0.0055,0.1122***,0.0819**,-0.0107,-0.0347,-0.0605*,-0.0824**,-0.0991**,-0.1229***,-0.1409***,-0.0253,-0.0159,NA,NA,NA,NA,NA,NA,NA,NA
ICO,d_prs ~ res_reg + factor(year) + factor(rgn_code),1,14,7,0.21127642874480057,-287.4683992015025,NA,-0.0332,-0.0090,0.0007,0.0035,-0.0304,0.0329,-0.0127,-0.0279,-0.0100,0.0098,0.0286,0.0236,-0.0322,-0.0005,0.0306,-0.0625°,0.0072,-0.1370***,0.0015,0.0136,0.0287,-0.0097,NA,0.0997,NA
ICO,d_prs ~ res_ecol + factor(year) + factor(rgn_code),1,14,7,0.21016503757791882,-287.2994261045701,NA,3.2954,0.0709,0.0877,-0.0621,-0.0002,0.3054,-0.0753,0.1072,-0.0100,0.0074,0.0262,0.0180,-0.0337,-0.0018,0.0313,-0.0602°,0.0094,-0.1346***,0.0104,0.0256,0.0404,0.0028,-3.8146,NA,NA
ICO,d_prs ~ res_soc + factor(year) + factor(rgn_code),1,14,5,0.31734954100103685,-207.92147225396195,NA,0.1701,NA,0.0329,0.0533,0.0225,NA,0.0551,0.0428,-0.0045,0.0023,0.0324,0.0302,-0.0174,0.0027,0.0355,-0.0489,0.0068,-0.1890***,0.0007,0.0251,0.0537,-0.0223,NA,NA,-0.2898
ICO,d_prs ~ res_reg + res_ecol + factor(year) + factor(rgn_code),1,14,7,0.20416024635726893,-285.63410025901464,NA,4.6968,0.1093,0.1227,-0.0859,0.0145,0.4688,-0.1044,0.1652,-0.0100,0.0062,0.0250,0.0154,-0.0343,-0.0027,0.0281,-0.0627°,0.0046,-0.1396***,-0.0031,0.0147,0.0304,-0.0080,-5.4702,0.1172,NA
ICO,d_prs ~ res_reg + res_soc + factor(year) + factor(rgn_code),1,14,5,0.3112270956542895,-206.4317848600167,NA,-0.1088,NA,-0.0006,0.0086,-0.0292,NA,-0.0173,-0.0315,-0.0052,0.0006,0.0300,0.0271,-0.0210,-0.0009,0.0270,-0.0564,-0.0051,-0.2007***,-0.0347,-0.0075,0.0231,-0.0552,NA,0.2954,0.0356
ICO,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),1,14,5,0.3094980554446135,-206.20613918756874,NA,11.4273,NA,0.0442,-0.4258,-0.1448,NA,-0.4273,0.2203,-0.0045,-0.0067,0.0234,0.0079,-0.0235,-0.0035,0.0292,-0.0484,0.0009,-0.1950***,-0.0053,0.0326,0.0627,-0.0132,-12.6782,NA,-0.3052
ICO,d_prs ~ res_reg + res_ecol + res_soc + factor(year) + factor(rgn_code),1,14,5,0.30311262033570086,-204.71104420548704,NA,11.0120,NA,0.0108,-0.4644,-0.1941,NA,-0.4933,0.1444,-0.0052,-0.0083,0.0211,0.0051,-0.0271,-0.0070,0.0208,-0.0559,-0.0109,-0.2065***,-0.0403,0.0001,0.0322,-0.0461,-12.5224,0.2934,0.0182
ICO,intercept only,1,14,7,0.21767587424312917,-289.2152313934136,NA,-0.0063,-0.0113,0.0024,0.0006,-0.0314,0.0049,-0.0115,-0.0274,-0.0100,0.0099,0.0287,0.0238,-0.0323,-0.0003,0.0328,-0.0603°,0.0108,-0.1332***,0.0123,0.0235,0.0380,0.0004,NA,NA,NA
ICO,d_prs ~ res_reg + factor(year) + factor(rgn_code),2,13,7,0.19906798945228732,-193.88770641515342,NA,-0.1018,-0.0145,0.0031,0.0121,-0.0506,0.0869,-0.0230,-0.0509,0.0092,0.0480,0.0617,0.0002,-0.0221,0.0410,-0.0258,-0.0459,-0.1244*,-0.1160*,0.0141,0.0435,0.0173,NA,NA,0.2847,NA
ICO,d_prs ~ res_ecol + factor(year) + factor(rgn_code),2,13,7,0.19436542100429688,-193.23203590164024,NA,9.7634,0.2224,0.2595,-0.1825,0.0397,0.9002,-0.2088,0.3505,0.0092,0.0409,0.0547,-0.0164,-0.0267,0.0372,-0.0238,-0.0392,-0.1183*,-0.1094*,0.0394,0.0780,0.0512,NA,-11.3092,NA,NA
ICO,d_prs ~ res_soc + factor(year) + factor(rgn_code),2,13,5,0.331016023700887,-140.58718054559094,NA,0.2163,NA,0.0547,0.0807,0.0252,NA,0.0763,0.0515,0.0015,0.0380,0.0658,0.0148,-0.0104,0.0421,-0.0100,-0.0358,-0.1781**,-0.1748**,0.0307,0.0855,0.0323,NA,NA,NA,-0.3961
ICO,d_prs ~ res_reg + res_ecol + factor(year) + factor(rgn_code),2,13,7,0.19406447141974392,-192.4416151155791,NA,13.4473,0.3246,0.3538,-0.2442,0.0791,1.3352,-0.2853,0.5033,0.0092,0.0377,0.0515,-0.0233,-0.0282,0.0348,-0.0328,-0.0462,-0.1316**,-0.1233*,0.0020,0.0477,0.0232,NA,-15.6676,0.3261,NA
ICO,d_prs ~ res_reg + res_soc + factor(year) + factor(rgn_code),2,13,5,0.339533802797058,-140.98643222766802,NA,-0.6226,NA,-0.0433,-0.0512,-0.1282,NA,-0.1393,-0.1703,-0.0005,0.0329,0.0584,0.0055,-0.0213,0.0311,-0.0358,-0.0587,-0.2144***,-0.2103***,-0.0767,-0.0137,-0.0607,NA,NA,0.8975,0.5774
ICO,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),2,13,5,0.3281339869606734,-139.5489410491362,NA,32.3351,NA,0.0878,-1.2878,-0.4503,NA,-1.2998,0.5602,0.0015,0.0122,0.0401,-0.0487,-0.0280,0.0243,-0.0279,-0.0346,-0.1951**,-0.1919**,0.0136,0.1070°,0.0580,NA,-36.1719,NA,-0.4424
ICO,d_prs ~ res_reg + res_ecol + res_soc + factor(year) + factor(rgn_code),2,13,5,0.33591120575875066,-139.87098747474926,NA,29.7864,NA,-0.0099,-1.3433,-0.5749,NA,-1.4369,0.3157,-0.0004,0.0087,0.0343,-0.0545,-0.0377,0.0146,-0.0522,-0.0570,-0.2297***,-0.2258***,-0.0906,0.0087,-0.0344,NA,-34.2265,0.8786,0.5132
ICO,intercept only,2,13,7,0.20110787529890295,-194.9357403291189,NA,-0.0246,-0.0216,0.0061,0.0034,-0.0536,0.0075,-0.0199,-0.0497,0.0092,0.0482,0.0621,0.0006,-0.0223,0.0416,-0.0194,-0.0396,-0.1142*,-0.1053*,0.0449,0.0720,0.0441,NA,NA,NA,NA
ICO,d_prs ~ res_reg + factor(year) + factor(rgn_code),3,12,7,0.2962598649400059,-155.7176763429346,NA,-0.1180,-0.0255,0.0070,0.0158,-0.0891*,0.1110,-0.0387,-0.0899*,0.0279,0.0619,0.0186,-0.0094,-0.0003,-0.0294,-0.0263,-0.1854***,-0.1189*,-0.1112*,0.0324,0.0203,NA,NA,NA,0.3693,NA
ICO,d_prs ~ res_ecol + factor(year) + factor(rgn_code),3,12,7,0.289396987387476,-154.7083811539489,NA,7.8133,0.1600,0.2110,-0.1449,-0.0179,0.7245,-0.1859,0.2327,0.0279,0.0564,0.0132,-0.0225,-0.0040,-0.0322,-0.0216,-0.1768**,-0.1089*,-0.1005°,0.0679,0.0621,NA,NA,-9.0483,NA,NA
ICO,d_prs ~ res_soc + factor(year) + factor(rgn_code),3,12,5,0.43327918003993615,-115.35487750378525,NA,0.3401,NA,0.0860,0.1231,0.0281,NA,0.1132,0.0674,0.0309,0.0659,0.0444,0.0164,0.0239,-0.0069,-0.0022,-0.2166***,-0.1698**,-0.1582**,0.0827,0.0557,NA,NA,NA,NA,-0.6069
ICO,d_prs ~ res_reg + res_ecol + factor(year) + factor(rgn_code),3,12,7,0.2893490134624769,-153.96198168303255,NA,12.1747,0.2824,0.3261,-0.2171,0.0298,1.2434,-0.2760,0.4143,0.0279,0.0527,0.0093,-0.0308,-0.0058,-0.0350,-0.0325,-0.1855***,-0.1251*,-0.1174*,0.0224,0.0251,NA,NA,-14.2129,0.3973,NA
ICO,d_prs ~ res_reg + res_soc + factor(year) + factor(rgn_code),3,12,5,0.43629115499229,-115.10389871458577,NA,-0.4643,NA,-0.0048,-0.0002,-0.1166,NA,-0.0912,-0.1435,0.0290,0.0611,0.0374,0.0075,0.0135,-0.0174,-0.0272,-0.2388***,-0.2051**,-0.1929**,-0.0219,-0.0409,NA,NA,NA,0.8733,0.3195
ICO,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),3,12,5,0.4238805207248728,-113.40527847693176,NA,-9.5976,NA,0.0754,0.5470,0.1745,NA,0.5389,-0.0909,0.0309,0.0738,0.0524,0.0360,0.0293,-0.0014,0.0033,-0.2170***,-0.1645*,-0.1529*,0.0880,0.0491,NA,NA,11.1912,NA,-0.5916
ICO,d_prs ~ res_reg + res_ecol + res_soc + factor(year) + factor(rgn_code),3,12,5,0.42722107604425585,-113.21542377453255,NA,-15.1419,NA,-0.0221,0.6228,0.0965,NA,0.5327,-0.3812,0.0289,0.0727,0.0489,0.0363,0.0213,-0.0095,-0.0196,-0.2398***,-0.1980**,-0.1857*,-0.0161,-0.0527,NA,NA,16.5107,0.8908,0.3607
ICO,intercept only,3,12,7,0.29717791775143987,-156.60791256313908,NA,-0.0174,-0.0356,0.0078,0.0040,-0.0933*,0.0086,-0.0350,-0.0883*,0.0279,0.0623,0.0190,-0.0090,-0.0005,-0.0287,-0.0181,-0.1772***,-0.1056*,-0.0972°,0.0723,0.0573,NA,NA,NA,NA,NA
