goal,yr_lag,r_squared,aic,model,intercept,factor_rgn_code_cc,factor_rgn_code_hg,factor_rgn_code_nc,factor_rgn_code_nv,factor_rgn_code_po,factor_rgn_code_sg,factor_rgn_code_wv,res_ecol,res_reg,res_soc,best_model
MAR,1,-0.0684626959509731,-207.6306847323044,prs_v_res_reg_soc.csv,-0.1100,NA,-0.0152,-0.0260,-0.0370,NA,-0.0324,-0.0455,NA,-0.0529,0.2219,FALSE
MAR,1,-0.06355157202576733,-241.66644421433,prs_v_res_reg_only.csv,0.0335,-0.0025,-0.0029,0.0033,-0.0068,NA,0.0075,-0.0028,NA,-0.0517,NA,FALSE
MAR,1,-0.06029207741898124,-209.23064437957026,prs_v_res_soc_only.csv,-0.1718,NA,-0.0175,-0.0311,-0.0422,NA,-0.0392,-0.0528,NA,NA,0.2576,FALSE
MAR,1,-0.05715326846141888,-243.22309719146665,prs_v_res_intercept_only.csv,-0.0047,-0.0025,-0.0029,0.0033,-0.0068,NA,0.0075,-0.0028,NA,NA,NA,TRUE
MAR,2,-0.07126883500445569,-149.99390790885644,prs_v_res_reg_only.csv,0.0174,-0.0050,-0.0076,0.0057,-0.0120,NA,0.0120,-0.0010,NA,-0.0337,NA,FALSE
MAR,2,-0.06801817373303765,-130.89071527072576,prs_v_res_reg_soc.csv,-0.3585,NA,-0.0409,-0.0685,-0.0883,NA,-0.0891,-0.1092,NA,-0.0205,0.5634,FALSE
MAR,2,-0.06026630934442201,-151.92274276437325,prs_v_res_intercept_only.csv,-0.0072,-0.0050,-0.0076,0.0057,-0.0120,NA,0.0120,-0.0010,NA,NA,NA,TRUE
MAR,2,-0.05443986117866051,-132.86744615943283,prs_v_res_soc_only.csv,-0.3812,NA,-0.0418,-0.0702,-0.0900,NA,-0.0914,-0.1117,NA,NA,0.5756,FALSE
MAR,3,-0.07226331927387797,-83.43564074463436,prs_v_res_reg_soc.csv,-0.3722,NA,-0.0436,-0.0616,-0.1082,NA,-0.0869,-0.1209,NA,-0.0226,0.5846,FALSE
MAR,3,-0.06957430776294427,-94.02099936945808,prs_v_res_reg_only.csv,0.0274,-0.0114,-0.0139,0.0075,-0.0369,NA,0.0102,-0.0166,NA,-0.0397,NA,FALSE
MAR,3,-0.05740497285676449,-95.97247519706968,prs_v_res_intercept_only.csv,-0.0010,-0.0114,-0.0139,0.0075,-0.0369,NA,0.0102,-0.0166,NA,NA,NA,TRUE
MAR,3,-0.057353492381138294,-85.42144086707279,prs_v_res_soc_only.csv,-0.3958,NA,-0.0444,-0.0632,-0.1098,NA,-0.0890,-0.1232,NA,NA,0.5961,FALSE
MAR,4,-0.075731480930459,-58.02333301625994,prs_v_res_reg_soc.csv,-0.2960,NA,-0.0493,-0.0507,-0.1051,NA,-0.0718,-0.1176,NA,-0.1351,0.5699,FALSE
MAR,4,-0.07029544567271628,-65.52228085170636,prs_v_res_reg_only.csv,0.0877,-0.0152,-0.0230,0.0107,-0.0416,NA,0.0170,-0.0220,NA,-0.1360,NA,FALSE
MAR,4,-0.06276882998898348,-59.77990711812254,prs_v_res_soc_only.csv,-0.4211,NA,-0.0527,-0.0569,-0.1115,NA,-0.0803,-0.1267,NA,NA,0.6165,FALSE
MAR,4,-0.059847929875870065,-67.2482065583336,prs_v_res_intercept_only.csv,-0.0079,-0.0152,-0.0230,0.0107,-0.0416,NA,0.0170,-0.0220,NA,NA,NA,TRUE
MAR,5,-0.06456608877795489,-43.3820717055673,prs_v_res_reg_soc.csv,-0.2356,NA,-0.0405,-0.0069,-0.0707,NA,-0.0036,-0.0637,NA,NA,0.3106,FALSE
MAR,5,-0.06456608877795489,-43.3820717055673,prs_v_res_soc_only.csv,-0.2356,NA,-0.0405,-0.0069,-0.0707,NA,-0.0036,-0.0637,NA,NA,0.3106,FALSE
MAR,5,-0.05603691129071753,-49.44884862481915,prs_v_res_intercept_only.csv,-0.0153,-0.0189,-0.0359,0.0147,-0.0480,NA,0.0329,-0.0235,NA,NA,NA,TRUE
MAR,5,-0.05603691129071753,-49.44884862481915,prs_v_res_reg_only.csv,-0.0153,-0.0189,-0.0359,0.0147,-0.0480,NA,0.0329,-0.0235,NA,NA,NA,TRUE
MAR,6,-0.04814295460571105,-44.501698772665854,prs_v_res_reg_soc.csv,-0.0662,NA,-0.0358,0.0349,-0.0233,NA,0.0718,0.0044,NA,NA,0.0151,FALSE
MAR,6,-0.04814295460571105,-44.501698772665854,prs_v_res_soc_only.csv,-0.0662,NA,-0.0358,0.0349,-0.0233,NA,0.0718,0.0044,NA,NA,0.0151,FALSE
MAR,6,-0.041206053207732296,-52.497523823258646,prs_v_res_intercept_only.csv,-0.0393,-0.0171,-0.0518,0.0197,-0.0385,NA,0.0573,-0.0099,NA,NA,NA,TRUE
MAR,6,-0.041206053207732296,-52.497523823258646,prs_v_res_reg_only.csv,-0.0393,-0.0171,-0.0518,0.0197,-0.0385,NA,0.0573,-0.0099,NA,NA,NA,TRUE
SAL,1,-0.02352322661735662,-497.2668209052507,prs_v_res_ecol_only.csv,-0.2694,-0.0064,-0.0049,0.0017,0.0147,-0.0150,0.0142,-0.0053,0.2853,NA,NA,FALSE
SAL,1,-0.021006701676179684,-375.40863305123594,prs_v_res_soc_ecol.csv,-0.8756,NA,-0.0031,0.0231,0.0203,NA,0.0329,-0.0203,0.9166,NA,0.0624,FALSE
SAL,1,-0.014433357092999088,-499.26105628206176,prs_v_res_intercept_only.csv,-0.0226**,-0.0002,0.0015,-0.0030,0.0170,0.0074,0.0095,0.0048,NA,NA,NA,FALSE
SAL,1,-0.009215602255940203,-377.3631240810121,prs_v_res_soc_only.csv,-0.0593,NA,-0.0020,-0.0110,0.0089,NA,-0.0012,-0.0066,NA,NA,0.0571,FALSE
SAL,1,-0.001403602935949655,-498.97458521322017,prs_v_res_reg_ecol.csv,2.9852,0.0781,0.0782,-0.0575,0.0468,0.3155,-0.0507,0.1284,-3.5149,0.1109°,NA,FALSE
SAL,1,0.0017872800366192099,-500.2715847028311,prs_v_res_reg_only.csv,-0.0495**,0.0018,-0.0000,-0.0005,0.0179°,0.0323°,0.0084,0.0044,NA,0.0884°,NA,TRUE
SAL,1,0.03546393503147083,-380.52937726523896,prs_v_res_reg_soc.csv,-0.2327*,NA,-0.0216,-0.0400,-0.0237,NA,-0.0460,-0.0529,NA,0.1418*,0.2659,FALSE
SAL,1,0.036102369042893434,-379.6932770309156,prs_v_res_all.csv,4.3359,NA,-0.0207,-0.2403,-0.0974,NA,-0.2507,0.0119,-5.1826,0.1799*,0.2924°,FALSE
SAL,2,-0.004511829538594858,-354.6203801068619,prs_v_res_ecol_only.csv,3.9150,0.0988,0.1060,-0.0797,0.0727,0.3750,-0.0594,0.1687,-4.5765,NA,NA,FALSE
SAL,2,0.0011078132433171017,-356.16657830054567,prs_v_res_intercept_only.csv,-0.0446***,0.0001,0.0034,-0.0045,0.0349°,0.0138,0.0170,0.0068,NA,NA,NA,FALSE
SAL,2,0.008473128574525868,-273.5313727785685,prs_v_res_soc_ecol.csv,3.5897,NA,0.0004,-0.1761,-0.0342,NA,-0.1602,0.0454,-4.1659,NA,0.0937,FALSE
SAL,2,0.017714747624638982,-275.2199193097207,prs_v_res_soc_only.csv,-0.1186,NA,-0.0045,-0.0208,0.0182,NA,-0.0048,-0.0165,NA,NA,0.1155,FALSE
SAL,2,0.02749054335491785,-358.2466221643788,prs_v_res_reg_only.csv,-0.0993**,0.0046,0.0015,0.0011,0.0368*,0.0645*,0.0150,0.0060,NA,0.1817°,NA,FALSE
SAL,2,0.041671593865198586,-358.9845127124158,prs_v_res_reg_ecol.csv,10.2605,0.2651,0.2696,-0.1941,0.1365*,1.0294°,-0.1861,0.4302,-11.9962,0.2461*,NA,TRUE
SAL,2,0.08783129276657164,-280.53874437344547,prs_v_res_reg_soc.csv,-0.4610*,NA,-0.0426,-0.0768°,-0.0451,NA,-0.0924°,-0.1073°,NA,0.2880*,0.5254°,FALSE
SAL,2,0.11565481689057477,-282.2534529094603,prs_v_res_all.csv,12.7798°,NA,-0.0369,-0.6535*,-0.2537*,NA,-0.6794*,0.0869,-14.9962°,0.3789**,0.5763*,FALSE
SAL,3,0.011773415170229229,-280.1422045258219,prs_v_res_ecol_only.csv,1.6443,0.0428,0.0487,-0.0379,0.0687,0.1756,-0.0095,0.0732,-1.9758,NA,NA,FALSE
SAL,3,0.02170445204119842,-282.1036088569717,prs_v_res_intercept_only.csv,-0.0649***,0.0001,0.0043,-0.0054,0.0523*,0.0192,0.0234,0.0031,NA,NA,NA,FALSE
SAL,3,0.04102840331794422,-219.53414223448732,prs_v_res_soc_ecol.csv,-1.0606,NA,-0.0122,0.0004,0.0334,NA,0.0187,-0.0545,0.9611,NA,0.2232,FALSE
SAL,3,0.045558721657914414,-282.86047623883894,prs_v_res_reg_ecol.csv,7.4661,0.1981,0.2014,-0.1411,0.1289,0.7945,-0.1263,0.3142,-8.8033,0.2837*,NA,FALSE
SAL,3,0.048985175158146044,-284.13396967618127,prs_v_res_reg_only.csv,-0.1396**,0.0069,0.0038,0.0027,0.0551*,0.0887*,0.0209,0.0020,NA,0.2505°,NA,TRUE
SAL,3,0.05443764688272168,-221.52610734884271,prs_v_res_soc_only.csv,-0.2056,NA,-0.0111,-0.0356,0.0212,NA,-0.0173,-0.0403,NA,NA,0.2188,FALSE
SAL,3,0.13038417456631668,-226.28563772177935,prs_v_res_all.csv,6.5778,NA,-0.0573,-0.4241,-0.1753,NA,-0.4538,-0.0536,-8.2002,0.4459**,0.7895*,FALSE
SAL,3,0.13619842957701722,-227.68657573709874,prs_v_res_reg_soc.csv,-0.6802**,NA,-0.0629°,-0.1112*,-0.0650,NA,-0.1373°,-0.1649*,NA,0.4136**,0.7827*,FALSE
SAL,4,0.03807868774820433,-239.24538312200644,prs_v_res_ecol_only.csv,-3.6644,-0.0915,-0.0886,0.0622,0.0321,-0.3092,0.1044,-0.1382,4.1359,NA,NA,FALSE
SAL,4,0.04815212087355547,-241.1588606558309,prs_v_res_intercept_only.csv,-0.0871***,-0.0019,0.0047,-0.0058,0.0671*,0.0190,0.0356,0.0091,NA,NA,NA,FALSE
SAL,4,0.0561413836091591,-240.17502372062359,prs_v_res_reg_ecol.csv,-2.1573,-0.0433,-0.0451,0.0416,0.0512,-0.0860,0.0713,-0.0740,2.2980,0.2813,NA,FALSE
SAL,4,0.0667241465017554,-242.1476389232596,prs_v_res_reg_only.csv,-0.1703**,0.0066,0.0068,0.0039,0.0706**,0.0969°,0.0331,0.0078,NA,0.2834,NA,TRUE
SAL,4,0.08647528674685978,-190.60634558259846,prs_v_res_soc_ecol.csv,-9.4395,NA,-0.0183,0.3631,0.1766,NA,0.3962,-0.1757,10.3899,NA,0.2150,FALSE
SAL,4,0.09369943057940255,-192.0616826418264,prs_v_res_soc_only.csv,-0.2011,NA,-0.0060,-0.0272,0.0450,NA,0.0058,-0.0228,NA,NA,0.1737,FALSE
SAL,4,0.13851164914803982,-193.9629477157638,prs_v_res_all.csv,-9.8783,NA,-0.0685,0.2890,0.0920,NA,0.2766,-0.2979,10.3504,0.4399*,0.7693°,FALSE
SAL,4,0.14508828194687895,-195.38082534736213,prs_v_res_reg_soc.csv,-0.6752*,NA,-0.0563,-0.0999,-0.0391,NA,-0.1123,-0.1457,NA,0.4401*,0.7283°,FALSE
SAL,5,0.10040404672260417,-217.88449266594625,prs_v_res_reg_only.csv,-0.1708*,0.0016,0.0068,-0.0001,0.0836**,0.0700,0.0506°,0.0152,NA,0.2005,NA,FALSE
SAL,5,0.10560236757390595,-219.2875432774561,prs_v_res_intercept_only.csv,-0.1131***,-0.0050,0.0031,-0.0074,0.0808**,0.0155,0.0521°,0.0161,NA,NA,NA,FALSE
SAL,5,0.12302361998965272,-219.24650522742863,prs_v_res_reg_ecol.csv,-22.8580°,-0.5686°,-0.5861°,0.4296°,-0.1392,-2.0280°,0.4872°,-0.9192°,26.2464°,0.1525,NA,FALSE
SAL,5,0.13061878720555575,-220.89092579131588,prs_v_res_ecol_only.csv,-23.5570°,-0.5922°,-0.6083°,0.4381°,-0.1486,-2.1376°,0.5026*,-0.9491°,27.1053°,NA,NA,TRUE
SAL,5,0.1738614751115254,-174.90347936724328,prs_v_res_soc_only.csv,-0.2934,NA,-0.0124,-0.0376,0.0496,NA,0.0089,-0.0303,NA,NA,0.2702,FALSE
SAL,5,0.187121389193184,-175.09963664678972,prs_v_res_reg_soc.csv,-0.7740°,NA,-0.0606,-0.1064,-0.0326,NA,-0.1083,-0.1523,NA,0.5103,0.8111,FALSE
SAL,5,0.21365268494300715,-177.28972894937976,prs_v_res_soc_ecol.csv,-26.1631*,NA,-0.0483,1.0532°,0.4158*,NA,1.0987°,-0.4610*,29.0826°,NA,0.4022,FALSE
SAL,5,0.22781257777013597,-177.63688818597603,prs_v_res_all.csv,-26.6362*,NA,-0.0964°,0.9841°,0.3336°,NA,0.9813°,-0.5828*,29.0745*,0.5100,0.9428°,FALSE
SAL,6,0.20582678041427316,-213.27064027194768,prs_v_res_reg_only.csv,-0.2149*,0.0009,0.0085,0.0006,0.0963***,0.0797,0.0645*,0.0210,NA,0.2567,NA,FALSE
SAL,6,0.20891166760911495,-214.4630980989068,prs_v_res_intercept_only.csv,-0.1410***,-0.0085,0.0004,-0.0095,0.0923***,0.0092,0.0660*,0.0222,NA,NA,NA,FALSE
SAL,6,0.2572969253555305,-217.76583216362226,prs_v_res_reg_ecol.csv,-28.3389*,-0.7068*,-0.7278*,0.5324*,-0.1811,-2.5250*,0.6048**,-1.1377*,32.5406*,0.1861,NA,FALSE
SAL,6,0.26356382998251304,-219.30896288289773,prs_v_res_ecol_only.csv,-29.0082*,-0.7317*,-0.7525*,0.5389*,-0.1910,-2.6426*,0.6198**,-1.1667*,33.3764*,NA,NA,TRUE
SAL,6,0.2997251419885527,-169.4432555158125,prs_v_res_soc_only.csv,-0.4345,NA,-0.0258,-0.0560,0.0443,NA,-0.0016,-0.0505,NA,NA,0.4373,FALSE
SAL,6,0.31459181992986673,-169.8736493041715,prs_v_res_reg_soc.csv,-0.9008*,NA,-0.0685,-0.1181,-0.0324,NA,-0.1126,-0.1664,NA,0.5473,0.9417°,FALSE
SAL,6,0.37987424715497997,-175.87918487215836,prs_v_res_soc_ecol.csv,-32.4903**,NA,-0.0742°,1.2897*,0.4920**,NA,1.3399**,-0.5912**,36.0046**,NA,0.6448,FALSE
SAL,6,0.3955348902490282,-176.5789700507621,prs_v_res_all.csv,-32.7696**,NA,-0.1159*,1.2213*,0.4143*,NA,1.2234*,-0.7020**,35.8043**,0.5371,1.1386*,FALSE
SPP,1,-0.06476378657189219,-312.85602046404523,prs_v_res_soc_only.csv,-0.0104,NA,-0.0022,-0.0020,0.0068,NA,0.0053,0.0031,NA,NA,-0.0055,FALSE
SPP,1,-0.05612765828152333,-404.5728202784602,prs_v_res_intercept_only.csv,-0.0173,0.0033,0.0007,0.0005,0.0093,0.0054,0.0076,0.0053,NA,NA,NA,FALSE
SPP,1,0.0022196105403440303,-410.4687979598482,prs_v_res_reg_only.csv,-0.0814**,0.0082,-0.0030,0.0066,0.0113,0.0645*,0.0050,0.0044,NA,0.2103**,NA,TRUE
SPP,1,0.02603723826679305,-319.96910967823703,prs_v_res_reg_soc.csv,-0.3365*,NA,-0.0390°,-0.0565,-0.0544,NA,-0.0789,-0.0840°,NA,0.2667**,0.3869°,FALSE
SPP,2,-0.06114497910866512,-234.05807223597242,prs_v_res_soc_only.csv,-0.0435,NA,-0.0064,-0.0077,0.0102,NA,0.0053,0.0004,NA,NA,0.0222,FALSE
SPP,2,-0.05076170989780415,-303.9712079021863,prs_v_res_intercept_only.csv,-0.0385*,0.0092,0.0043,0.0047,0.0226,0.0080,0.0187,0.0141,NA,NA,NA,FALSE
SPP,2,0.03132113923775415,-312.1631390377529,prs_v_res_reg_only.csv,-0.1463***,0.0181,0.0006,0.0155,0.0264,0.1077**,0.0148,0.0126,NA,0.3576**,NA,TRUE
SPP,2,0.07963578100474045,-245.1122075486266,prs_v_res_reg_soc.csv,-0.6180*,NA,-0.0703*,-0.1017*,-0.0960°,NA,-0.1416*,-0.1519*,NA,0.4833***,0.7100*,FALSE
SPP,3,-0.06818568115228985,-192.6909316232675,prs_v_res_soc_only.csv,0.0033,NA,-0.0022,0.0032,0.0232,NA,0.0221,0.0105,NA,NA,-0.0716,FALSE
SPP,3,-0.05776215197226331,-248.07985875312363,prs_v_res_intercept_only.csv,-0.0558**,0.0130,0.0057,0.0063,0.0261,0.0100,0.0218,0.0093,NA,NA,NA,FALSE
SPP,3,0.06235500969390584,-259.70496902584426,prs_v_res_reg_only.csv,-0.2138***,0.0274,0.0046,0.0233,0.0322,0.1571**,0.0165,0.0071,NA,0.5302***,NA,TRUE
SPP,3,0.11277179791960312,-206.27527506462158,prs_v_res_reg_soc.csv,-0.7678**,NA,-0.0863*,-0.1196*,-0.1168°,NA,-0.1729*,-0.1919*,NA,0.6718***,0.8443*,FALSE
SPP,4,-0.06464525674461719,-164.43934869793708,prs_v_res_soc_only.csv,0.0544,NA,0.0050,0.0211,0.0419,NA,0.0509,0.0296,NA,NA,-0.1797,FALSE
SPP,4,-0.05813102720704122,-206.14021848518888,prs_v_res_intercept_only.csv,-0.0745**,0.0128,0.0047,0.0097,0.0299,0.0071,0.0309,0.0074,NA,NA,NA,FALSE
SPP,4,0.06371194543924918,-216.9816551332221,prs_v_res_reg_only.csv,-0.2762***,0.0333,0.0098,0.0331,0.0386,0.1962**,0.0248,0.0045,NA,0.6874***,NA,TRUE
SPP,4,0.08940677479162173,-174.80929674456024,prs_v_res_reg_soc.csv,-0.8008*,NA,-0.0855°,-0.1100,-0.1098,NA,-0.1622,-0.1920°,NA,0.7938***,0.8206°,FALSE
SPP,5,-0.0544784494521684,-144.81101488500357,prs_v_res_soc_only.csv,0.0243,NA,0.0014,0.0225,0.0426,NA,0.0625,0.0299,NA,NA,-0.1710,FALSE
SPP,5,-0.05116847111362599,-177.97448204393095,prs_v_res_intercept_only.csv,-0.0988***,0.0122,0.0007,0.0125,0.0319,0.0033,0.0443,0.0096,NA,NA,NA,FALSE
SPP,5,-0.02108675165588969,-146.06304703720008,prs_v_res_reg_soc.csv,-0.7073,NA,-0.0719,-0.0823,-0.0825,NA,-0.1159,-0.1557,NA,0.7769°,0.6524,FALSE
SPP,5,-0.01798249487723047,-179.9044243145907,prs_v_res_reg_only.csv,-0.2841**,0.0335,0.0128,0.0359,0.0409,0.1783°,0.0394,0.0068,NA,0.6446°,NA,TRUE
SPP,6,-0.0163312863305205,-168.46085436898403,prs_v_res_intercept_only.csv,-0.1303***,0.0146,-0.0037,0.0142,0.0443,0.0031,0.0616°,0.0192,NA,NA,NA,FALSE
SPP,6,-0.002303265123845266,-141.97473920270502,prs_v_res_soc_only.csv,-0.0979,NA,-0.0161,0.0030,0.0332,NA,0.0517,0.0097,NA,NA,-0.0273,FALSE
SPP,6,0.028415708265320583,-171.18188289777052,prs_v_res_reg_only.csv,-0.3657**,0.0445,0.0221,0.0461,0.0570,0.2277*,0.0566,0.0157,NA,0.8176*,NA,TRUE
SPP,6,0.06447370226978588,-145.25442926828612,prs_v_res_reg_soc.csv,-0.9519°,NA,-0.0944,-0.1107,-0.1072,NA,-0.1517,-0.2027,NA,1.0023*,0.8964,FALSE
TR,1,-0.051300231184604694,-333.54914319928406,prs_v_res_soc_only.csv,0.1078,NA,0.0090,0.0254,0.0154,NA,0.0291,0.0289,NA,NA,-0.1629,FALSE
TR,1,-0.04983124002694472,-334.5971317482349,prs_v_res_intercept_only.csv,0.0036,NA,-0.0018,0.0021,-0.0085,NA,-0.0020,-0.0042,NA,NA,NA,TRUE
TR,2,-0.04714819682983906,-242.1185466627494,prs_v_res_intercept_only.csv,0.0071,NA,-0.0035,0.0048,-0.0164,NA,-0.0030,-0.0086,NA,NA,NA,TRUE
TR,2,-0.03953936209591036,-241.81502552947268,prs_v_res_soc_only.csv,0.2272,NA,0.0199,0.0530,0.0331,NA,0.0616,0.0603,NA,NA,-0.3433,FALSE
TR,3,-0.03639442806254345,-196.57564437895962,prs_v_res_intercept_only.csv,0.0082,NA,-0.0050,0.0089,-0.0271,NA,-0.0024,-0.0121,NA,NA,NA,FALSE
TR,3,-0.00582690418543752,-198.00171965378095,prs_v_res_soc_only.csv,0.4027°,NA,0.0380,0.0934°,0.0597,NA,0.1114,0.1093,NA,NA,-0.6133°,TRUE
TR,4,-0.0027848287740954714,-178.08090410363295,prs_v_res_intercept_only.csv,0.0042,NA,-0.0064,0.0145,-0.0408,NA,0.0005,-0.0156,NA,NA,NA,FALSE
TR,4,0.061824853129337054,-181.97533200006953,prs_v_res_soc_only.csv,0.5710*,NA,0.0574,0.1324*,0.0804,NA,0.1606*,0.1551*,NA,NA,-0.8780*,TRUE
TR,5,0.0553491643329348,-164.5157387098515,prs_v_res_intercept_only.csv,-0.0030,NA,-0.0083,0.0196,-0.0571*,NA,0.0028,-0.0193,NA,NA,NA,FALSE
TR,5,0.16861398418796947,-172.05460550914154,prs_v_res_soc_only.csv,0.7835**,NA,0.0835*,0.1779**,0.1054°,NA,0.2193**,0.2116*,NA,NA,-1.2129**,TRUE
TR,6,0.0806142632888972,-152.07066325316356,prs_v_res_intercept_only.csv,-0.0109,NA,-0.0155,0.0230,-0.0608*,NA,0.0089,-0.0095,NA,NA,NA,FALSE
TR,6,0.19060930731733938,-158.83763340689237,prs_v_res_soc_only.csv,0.8756**,NA,0.0923*,0.1941**,0.1149°,NA,0.2455**,0.2428*,NA,NA,-1.3600**,TRUE
