section,year,date,length,width,layers,km,method,location,pool
67,1988,27-Mar,650,20,5.55,96.3,S,Osment Inlt,pool 3
67,1988,27-Mar,1600,8,3.73,107.6,S,Wilby Pt,pool 3
67,1988,27-Mar,500,8,3.73,108.3,S,Wilby Pt,pool 3
67,1988,27-Mar,2200,5,1.4,108.8,S,Wilby Pt,pool 3
67,1988,28-Mar,700,30,7,97.4,S,Marvin Is,pool 3
67,1988,28-Mar,500,15,6.08,98.3,S,Marvin Is,pool 3
67,1988,28-Mar,350,15,4.45,99,S,Marvin Is,pool 3
67,1988,28-Mar,250,8,1.38,94.2,S,Osment Inlt,pool 3
67,1988,28-Mar,30,20,3.5,94.5,S,Osment Inlt,pool 3
67,1988,28-Mar,75,15,3.5,94.6,S,Osment Inlt,pool 3
67,1988,30-Mar,50,25,2.6,110.8,S,Wilby Pt,pool 3
67,1988,30-Mar,600,10,1.98,111,S,Wilby Pt,pool 3
67,1988,30-Mar,550,15,3.4,111.8,S,Wilby Pt,pool 3
67,1988,30-Mar,850,20,5.2,113.2,S,Wilby Pt,pool 3
67,1988,3-Apr,200,8,0.5,70.1,S,Jamieson Pt,pool 3
67,1989,24-Mar,14150,62,1.55,95,D,Kitasu Bay,pool 3
67,1989,9-Apr,5130,70,0.91,110.8,D,Wilby Pt,pool 3
67,1989,15-Apr,50,10,0.65,119.1,S,Larkin Pt,pool 3
67,1989,15-Apr,15,12,0.85,120.1,S,Larkin Pt,pool 3
67,1989,15-Apr,40,6,1,121.4,S,Larkin Pt,pool 3
67,1989,15-Apr,200,3,0.8,122.2,S,Larkin Pt,pool 3
67,1989,15-Apr,150,12,1.33,126.9,S,Larkin Pt,pool 3
67,1990,28-Mar,3970,54,*,99.8,D,Parsons Anch,pool 3
67,1990,28-Mar,6170,23,*,83.6,D,Kitasu Bay,pool 3
67,1990,28-Mar,2080,32,*,97.6,D,Marvin Is,pool 3
67,1990,28-Mar,2670,20,*,94,D,Osment Inlt,pool 3
67,1990,28-Mar,6530,37,*,104.6,D,Wilby Pt,pool 3
67,1990,28-Mar,2380,14,*,68.1,D,Jamieson Pt,pool 3
67,1990,28-Mar,2960,37,1.76,111.7,D,Abrams Is,pool 3
67,1991,23-Mar,3500,42,*,100.1,D,Parsons Anch,pool 3
67,1991,23-Mar,1450,70,*,98.2,D,Marvin Is,pool 3
67,1991,23-Mar,2790,51,*,95.3,D,Osment Inlt,pool 3
67,1991,25-Mar,5500,32,*,104.7,D,Wilby Pt,pool 3
67,1991,25-Mar,1000,58,*,113.1,D,Abrams Is,pool 3
67,1991,27-Mar,200,5,0.75,73.2,S,Jamieson Pt,pool 3
67,1992,17-Mar,3970,58,*,*,D,Parsons Anch,pool 3
67,1992,18-Mar,2080,40,*,*,D,Marvin Is,pool 3
67,1992,18-Mar,6530,36,3.13,*,D,Wilby Pt,pool 3
67,1992,20-Mar,3890,70,*,*,D,Abrams Is,pool 3
67,1992,22-Mar,1740,45,2.72,*,D,Kitasu Bay,pool 3
67,1992,22-Mar,1880,33,1.38,*,D,Osment Inlt,pool 3
67,1992,25-Mar,450,30,3.6,85.7,S,Jamieson Pt,pool 3
67,1992,27-Mar,700,15,1.93,74.3,S,Jamieson Pt,pool 3
67,1992,27-Mar,700,25,1.72,85.6,S,Jamieson Pt,pool 3
67,1992,29-Mar,40,10,2.1,67,S,Jamieson Pt,pool 3
67,1992,29-Mar,150,2,1.9,67.1,S,Jamieson Pt,pool 3
67,1992,29-Mar,80,80,4.4,67.2,S,Jamieson Pt,pool 3
67,1992,29-Mar,1000,5,2.18,67.3,S,Jamieson Pt,pool 3
67,1992,29-Mar,70,50,4.9,69.4,S,Jamieson Pt,pool 3
67,1992,29-Mar,80,50,3.38,73.4,S,Jamieson Pt,pool 3
67,1992,29-Mar,450,10,1.85,73.8,S,Jamieson Pt,pool 3
67,1992,29-Mar,350,8,1.45,75,S,Jamieson Pt,pool 3
67,1992,29-Mar,300,7,1.45,77.2,S,Jamieson Pt,pool 3
67,1992,29-Mar,400,10,1.8,83.5,S,Jamieson Pt,pool 3
67,1992,29-Mar,450,20,3.3,84.1,S,Jamieson Pt,pool 3
67,1992,29-Mar,300,20,1.65,84.3,S,Jamieson Pt,pool 3
67,1992,29-Mar,550,15,2.75,84.6,S,Jamieson Pt,pool 3
67,1992,29-Mar,300,10,1.05,84.8,S,Jamieson Pt,pool 3
67,1992,30-Mar,400,10,1.25,69,S,Jamieson Pt,pool 3
67,1992,30-Mar,150,100,4.95,73.6,S,Jamieson Pt,pool 3
67,1992,30-Mar,600,15,1.9,83.7,S,Jamieson Pt,pool 3
67,1992,30-Mar,400,12,2.03,84,S,Jamieson Pt,pool 3
67,1992,31-Mar,800,10,1.9,53.6,S,Wingate Pt,pool 3
67,1992,8-Apr,175,40,7.4,64.8,S,Wingate Pt,pool 3
67,1992,8-Apr,500,20,5.75,65,S,Wingate Pt,pool 3
67,1992,8-Apr,250,8,1.15,65.5,S,Wingate Pt,pool 3
67,1992,8-Apr,75,30,7.3,65.8,S,Wingate Pt,pool 3
67,1992,9-Apr,40,20,1.7,70.2,S,Jamieson Pt,pool 3
67,1992,10-Apr,100,8,4.4,71.7,S,Jamieson Pt,pool 3
67,1992,10-Apr,400,6,2.2,71.9,S,Jamieson Pt,pool 3
67,1992,10-Apr,100,3,1.8,72.6,S,Jamieson Pt,pool 3
67,1992,10-Apr,150,20,2.3,72.8,S,Jamieson Pt,pool 3
67,1992,17-Apr,230,3,2.25,60.2,S,Wingate Pt,pool 3
67,1992,17-Apr,550,3,0.5,61.3,S,Wingate Pt,pool 3
67,1993,19-Mar,3320,53,0.22,100,D,Parsons Anch,pool 3
67,1993,23-Mar,5920,45,*,104.3,D,Wilby Pt,pool 3
67,1993,31-Mar,1970,98,1.03,98,D,Marvin Is,pool 3
67,1993,31-Mar,2620,66,1.58,95,D,Osment Inlt,pool 3
67,1993,31-Mar,4350,83,1.65,110.5,D,Abrams Is,pool 3
67,1994,26-Mar,3800,45,*,99.8,D,Parsons Anch,pool 3
67,1994,26-Mar,1700,28,1.95,97.5,D,Marvin Is,pool 3
67,1994,26-Mar,4800,37,*,87.6,D,Osment Inlt,pool 3
67,1994,26-Mar,5920,29,1.16,104.5,D,Wilby Pt,pool 3
67,1994,26-Mar,1700,32,*,83.2,D,Kwakwa Cr,pool 3
67,1994,26-Mar,2000,38,*,84,D,Kwakwa Cr,pool 3
67,1994,28-Mar,1240,64,*,63.7,D,Wingate Pt,pool 3
67,1995,23-Mar,3800,41,*,100,D,Parsons Anch,pool 3
67,1995,23-Mar,1760,33,*,97.4,D,Marvin Is,pool 3
67,1995,23-Mar,1470,43,*,85.9,D,Osment Inlt,pool 3
67,1995,23-Mar,2170,60,*,95,D,Osment Inlt,pool 3
67,1995,23-Mar,5400,43,*,104.6,D,Wilby Pt,pool 3
67,1995,23-Mar,2560,27,1.21,68,D,Kwakwa Cr,pool 3
67,1995,23-Mar,1550,6,*,63.6,D,Wingate Pt,pool 3
67,1996,2-Apr,3800,41,*,99.9,D,Parsons Anch,pool 3
67,1996,2-Apr,1550,36,*,97.7,D,Marvin Is,pool 3
67,1996,2-Apr,1160,*,*,86,D,Osment Inlt,pool 3
67,1996,2-Apr,2860,41,0.83,94.1,D,Osment Inlt,pool 3
67,1996,2-Apr,5920,28,*,104.5,D,Wilby Pt,pool 3
67,1996,2-Apr,4645,8,*,74.1,D,Kwakwa Cr,pool 3
67,1996,2-Apr,1050,24,*,84.3,D,Kwakwa Cr,pool 3
67,1996,2-Apr,2790,30,*,110.4,D,Abrams Is,pool 3
67,1997,25-Mar,1400,34,*,86,D,Osment Inlt,pool 3
67,1997,25-Mar,2450,58,*,94.4,D,Osment Inlt,pool 3
67,1997,31-Mar,1750,74,1.51,98,D,Marvin Is,pool 3
67,1997,1-Apr,3250,63,0.4,100.1,D,Parsons Anch,pool 3
67,1997,4-Apr,500,33,0.3,84,D,Kwakwa Cr,pool 3
67,1997,4-Apr,350,47,*,84,D,Kwakwa Cr,pool 3
67,1998,19-Mar,3050,25,*,132.8,D,Larkin Pt,pool 3
67,1998,22-Mar,1200,32,*,100,D,Parsons Anch,pool 3
67,1998,22-Mar,6400,43,*,93.2,D,Osment Inlt,pool 3
67,1998,22-Mar,2400,46,1.14,82.5,D,Kwakwa Cr,pool 3
67,1998,31-Mar,1050,26,*,109,D,Wilby Pt,pool 3
67,1998,31-Mar,1700,76,1.95,112.5,D,Abrams Is,pool 3
67,1999,24-Mar,5400,*,*,104.1,D,Wilby Pt,pool 3
67,1999,28-Mar,700,*,*,127,D,Larkin Pt,pool 3
67,1999,29-Mar,3400,*,*,96.9,D,Parsons Anch,pool 3
67,1999,31-Mar,1800,*,*,98.8,D,Marvin Is,pool 3
67,1999,*,700,*,*,86,D,Osment Inlt,pool 3
67,2000,24-Mar,3300,80,1.96,*,D,Parsons Anch,pool 3
67,2000,24-Mar,1800,101,1.8,*,D,Marvin Is,pool 3
67,2000,24-Mar,1050,19,0.55,*,D,Osment Inlt,pool 3
67,2000,27-Mar,5600,37,0.98,*,D,Wilby Pt,pool 3
67,2000,29-Mar,350,15,0.65,*,D,Kwakwa Cr,pool 3
67,2000,*,1700,77,1.16,*,D,Osment Inlt,pool 3
67,2001,3-Apr,3200,30,1.02,99.9,D,Parsons Anch,pool 3
67,2001,3-Apr,7350,25,1.06,104.4,D,Wilby Pt,pool 3
67,2001,3-Apr,3100,93,2.14,118.8,D,Larkin Pt,pool 3
67,2001,3-Apr,2100,54,1.51,111.8,D,Abrams Is,pool 3
67,2001,4-Apr,850,15,0.12,98,D,Marvin Is,pool 3
67,2001,4-Apr,1400,38,0.38,95.8,D,Osment Inlt,pool 3
67,2001,10-Apr,900,70,0.53,127.2,D,Larkin Pt,pool 3
67,2001,10-Apr,700,26,0.64,132.8,D,Larkin Pt,pool 3
67,2002,30-Mar,700,15,2.16,*,D,Abrams Is,pool 3
67,2002,31-Mar,5600,25,1.3,104.5,D,Wilby Pt,pool 3
67,2002,2-Apr,5250,41,0.81,86,D,Osment Inlt,pool 3
67,2002,3-Apr,2800,18,1.46,99.8,D,Parsons Anch,pool 3
67,2002,7-Apr,1400,144,2.04,*,D,Abrams Is,pool 3
67,2002,8-Apr,1050,19,0.92,69,D,Kwakwa Cr,pool 3
67,2002,8-Apr,1400,31,1.17,63.8,D,Wingate Pt,pool 3
67,2003,1-Apr,5600,28,1.3,104.3,D,Wilby Pt,pool 3
67,2003,1-Apr,4200,94,1.14,117.2,D,Larkin Pt,pool 3
67,2003,2-Apr,2800,25,1.13,100,D,Parsons Anch,pool 3
67,2003,2-Apr,5250,61,0.92,94.8,D,Osment Inlt,pool 3
67,2003,2-Apr,4550,31,2.71,110.4,D,Abrams Is,pool 3
67,2004,27-Mar,2450,49,1.84,*,D,Parsons Anch,pool 3
67,2004,27-Mar,5600,52,1.32,*,D,Wilby Pt,pool 3
67,2004,1-Apr,1400,36,1.88,*,D,Kwakwa Cr,pool 3
67,2004,2-Apr,250,26,0.62,*,D,Abrams Is,pool 3
67,2004,*,1800,79,1.26,*,D,Marvin Is,pool 3
67,2004,*,1440,45,1.76,*,D,Osment Inlt,pool 3
67,2004,*,3500,45,1.33,*,D,Osment Inlt,pool 3
67,2005,26-Mar,2800,52,2,*,D,Parsons Anch,pool 3
67,2005,26-Mar,1750,97,1.37,*,D,Marvin Is,pool 3
67,2005,26-Mar,4200,41,2.05,*,D,Osment Inlt,pool 3
67,2005,26-Mar,5600,30,1.42,*,D,Wilby Pt,pool 3
67,2006,23-Mar,2890,31,1.64,*,D,Parsons Anch,pool 3
67,2006,23-Mar,1750,63,1.37,*,D,Marvin Is,pool 3
67,2006,23-Mar,2490,27,2,*,D,Osment Inlt,pool 3
67,2006,23-Mar,1960,24,0.82,*,D,Osment Inlt,pool 3
67,2006,23-Mar,1600,21,0.78,*,D,Wilby Pt,pool 3
67,2006,1-Apr,150,25,1.7,*,D,Larkin Pt,pool 3
67,2007,*,2825,39,0.66,*,D,Parsons Anch,pool 3
67,2007,*,1750,77,0.97,*,D,Marvin Is,pool 3
67,2007,*,1720,160,2.87,*,D,Osment Inlt,pool 3
67,2007,*,1050,24,1.22,*,D,Osment Inlt,pool 3
67,2007,*,2950,17,1.14,*,D,Wilby Pt,pool 3
67,2007,*,1750,79,1.28,*,D,Kwakwa Cr,pool 3
67,2008,9-Apr,600,18,1.06,*,D,Wingate Pt,pool 3
67,2009,1-Apr,1660,23,0.42,*,D,Abrams Is,pool 3
67,2009,1-Apr,800,24,0.44,*,D,Abrams Is,pool 3
67,2009,9-Apr,3000,28,1.48,*,D,Parsons Anch,pool 3
67,2009,9-Apr,5300,34,0.92,*,D,Wilby Pt,pool 3
67,2009,11-Apr,1500,97,0.27,*,D,Marvin Is,pool 3
67,2009,11-Apr,400,31,0.05,*,D,Kwakwa Cr,pool 3
67,2009,11-Apr,3150,22,1.09,*,D,Kwakwa Cr,pool 3
67,2009,13-Apr,1400,38,0.62,*,D,Osment Inlt,pool 3
67,2009,13-Apr,2180,74,1.22,*,D,Osment Inlt,pool 3
67,2010,10-Apr,2800,95,0.3,*,D,Parsons Anch,pool 3
67,2010,10-Apr,700,100,*,*,D,Marvin Is,pool 3
67,2010,10-Apr,1400,106,0.75,*,D,Osment Inlt,pool 3
67,2010,10-Apr,5600,24,0.26,*,D,Wilby Pt,pool 3
67,2010,10-Apr,2800,104,0.46,*,D,Abrams Is,pool 3
67,2010,12-Apr,350,34,0.05,*,D,Kwakwa Cr,pool 3
67,2011,8-Apr,5500,28,0.53,*,D,Wilby Pt,pool 3
67,2011,13-Apr,3330,83,0.63,*,D,Parsons Anch,pool 3
67,2011,13-Apr,1750,69,0.14,*,D,Marvin Is,pool 3
67,2011,13-Apr,350,5,*,*,D,Osment Inlt,pool 3
67,2011,13-Apr,1050,86,0.02,*,D,Osment Inlt,pool 3
67,2012,3-Apr,5620,44,0.39,*,D,Wilby Pt,pool 3
67,2012,6-Apr,2800,41,0.51,*,D,Parsons Anch,pool 3
67,2012,6-Apr,1750,74,0.24,*,D,Marvin Is,pool 3
67,2012,6-Apr,1750,19,0.29,*,D,Osment Inlt,pool 3
67,2012,6-Apr,2450,60,0.43,*,D,Osment Inlt,pool 3
67,2012,6-Apr,1400,65,0.36,*,D,Abrams Is,pool 3
67,2012,9-Apr,2800,27,0.05,*,D,Kwakwa Cr,pool 3
67,2013,3-Apr,2900,72,0.42,*,D,Parsons Anch,pool 3
67,2013,3-Apr,1750,61,0.06,*,D,Marvin Is,pool 3
67,2013,3-Apr,4900,28,1.09,*,D,Osment Inlt,pool 3
67,2013,3-Apr,5600,36,0.6,*,D,Wilby Pt,pool 3
67,2013,3-Apr,4200,48,0.57,*,D,Abrams Is,pool 3
67,2013,11-Apr,4900,35,0.55,*,D,Kwakwa Cr,pool 3
67,2013,11-Apr,2380,7,1.82,*,D,Wingate Pt,pool 3
67,2014,1-Apr,2900,45,0.7,*,D,Parsons Anch,pool 3
67,2014,1-Apr,1750,125,1.65,*,D,Marvin Is,pool 3
67,2014,1-Apr,1400,31,0.73,*,D,Osment Inlt,pool 3
67,2014,1-Apr,2675,103,0.76,*,D,Osment Inlt,pool 3
67,2014,1-Apr,5650,43,0.41,*,D,Wilby Pt,pool 3
67,2014,1-Apr,2450,47,0.48,*,D,Kwakwa Cr,pool 3
67,2014,1-Apr,1750,12,0.69,*,D,Wingate Pt,pool 3
67,2014,6-Apr,3500,28,0.65,*,D,Kwakwa Cr,pool 3
67,2014,6-Apr,700,13,0.12,*,D,Wingate Pt,pool 3
67,2015,29-Mar,2875,104,1.04,*,D,Parsons Anch,pool 3
67,2015,29-Mar,1050,14,*,*,D,Parsons Anch,pool 3
67,2015,29-Mar,1750,114,1.42,*,D,Marvin Is,pool 3
67,2015,29-Mar,2100,19,1.84,*,D,Osment Inlt,pool 3
67,2015,29-Mar,2375,128,1.41,*,D,Osment Inlt,pool 3
67,2015,29-Mar,350,6,*,*,D,Osment Inlt,pool 3
67,2015,29-Mar,350,3,*,*,D,Wilby Pt,pool 3
67,2015,29-Mar,5950,54,1.36,*,D,Wilby Pt,pool 3
67,2015,31-Mar,2800,37,1.37,*,D,Kwakwa Cr,pool 3
67,2015,31-Mar,1050,35,2.68,*,D,Kwakwa Cr,pool 3
67,2015,31-Mar,1400,5,0.88,*,D,Wingate Pt,pool 3
67,2015,31-Mar,350,5,0.5,*,D,Abrams Is,pool 3
67,2015,31-Mar,1250,21,1,*,D,Abrams Is,pool 3
67,2015,31-Mar,350,9,*,*,D,Abrams Is,pool 3
67,2016,25-Mar,2900,121,1.53,*,D,Parsons Anch,pool 3
67,2016,25-Mar,2450,34,2.1,*,D,Osment Inlt,pool 3
67,2016,25-Mar,1400,172,1.47,*,D,Osment Inlt,pool 3
67,2016,25-Mar,2450,30,*,*,D,Wilby Pt,pool 3
67,2016,25-Mar,350,10,*,*,D,Wilby Pt,pool 3
67,2016,25-Mar,5500,58,0.57,*,D,Wilby Pt,pool 3
67,2016,25-Mar,3075,58,0.33,*,D,Abrams Is,pool 3
67,2016,28-Mar,2425,30,1.62,*,D,Kwakwa Cr,pool 3
67,2016,28-Mar,2450,22,1.5,*,D,Kwakwa Cr,pool 3
67,2016,28-Mar,350,20,*,*,D,Kwakwa Cr,pool 3
67,2016,28-Mar,2375,13,0.89,*,D,Wingate Pt,pool 3
67,2016,4-Apr,1825,24,0.63,*,D,Wingate Pt,pool 3
67,2016,6-Apr,1750,113,2.75,*,D,Marvin Is,pool 3
67,1938,31-Mar,9652,*,5.3,*,S,West Higgins Pass,pool 4
67,1939,28-Mar,17695,*,2.74,*,S,West Higgins Pass,pool 4
67,1940,31-Mar,*,*,*,*,S,West Higgins Pass,pool 4
67,1941,31-Mar,9652,*,5.3,*,S,West Higgins Pass,pool 4
67,1942,29-Mar,1645,23,5.3,156.6,S,West Higgins Pass,pool 4
67,1942,29-Mar,2011,23,2.74,158.2,S,West Higgins Pass,pool 4
67,1943,1-Apr,3747,37,7.83,111,S,West Higgins Pass,pool 4
67,1943,3-Apr,2742,9,1.34,150,S,West Higgins Pass,pool 4
67,1943,3-Apr,1462,23,2.74,158.4,S,West Higgins Pass,pool 4
67,1943,3-Apr,3656,11,2.74,168.6,S,West Higgins Pass,pool 4
67,1944,1-Apr,9140,14,5.3,134.5,S,West Higgins Pass,pool 4
67,1945,20-Mar,1828,11,5.3,157.7,S,West Higgins Pass,pool 4
67,1946,7-Apr,8226,27,5.3,132.2,S,West Higgins Pass,pool 4
67,1946,7-Apr,9277,46,7.83,156.6,S,West Higgins Pass,pool 4
67,1948,1-Apr,914,9,2.74,148,S,West Higgins Pass,pool 4
67,1948,2-Apr,3382,9,2.74,157,S,West Higgins Pass,pool 4
67,1948,3-Apr,914,9,5.3,131.5,S,West Higgins Pass,pool 4
67,1948,3-Apr,1371,7,2.74,133.1,S,West Higgins Pass,pool 4
67,1948,3-Apr,457,7,5.3,139.8,S,West Higgins Pass,pool 4
67,1949,1-Apr,411,14,2.74,173.9,S,West Higgins Pass,pool 4
67,1949,4-Apr,229,14,5.3,161,S,West Higgins Pass,pool 4
67,1950,2-Apr,1005,59,5.3,181.8,S,West Higgins Pass,pool 4
67,1950,3-Apr,2102,14,7.83,130.6,S,West Higgins Pass,pool 4
67,1950,3-Apr,731,12,2.74,135.2,S,West Higgins Pass,pool 4
67,1950,3-Apr,1554,13,2.74,139.8,S,West Higgins Pass,pool 4
67,1950,4-Apr,960,15,2.74,129.2,S,West Higgins Pass,pool 4
67,1950,4-Apr,1600,11,5.3,174.7,S,West Higgins Pass,pool 4
67,1950,4-Apr,1097,64,5.3,180.9,S,West Higgins Pass,pool 4
67,1951,6-Apr,320,12,5.3,138,S,West Higgins Pass,pool 4
67,1952,10-Apr,343,20,5.3,163,S,West Higgins Pass,pool 4
67,1953,29-Mar,914,18,2.96,141,S,West Higgins Pass,pool 4
67,1962,28-Mar,5484,9,2.96,139,S,West Higgins Pass,pool 4
67,1962,28-Mar,7312,14,2.96,154,S,West Higgins Pass,pool 4
67,1962,3-Apr,366,9,5.3,162,S,West Higgins Pass,pool 4
67,1962,3-Apr,823,4,1.34,*,S,West Higgins Pass,pool 4
67,1965,12-Apr,229,46,2.96,163,S,West Higgins Pass,pool 4
67,1965,12-Apr,137,9,2.96,163,S,West Higgins Pass,pool 4
67,1965,14-Apr,46,9,1.34,162,S,West Higgins Pass,pool 4
67,1965,14-Apr,91,9,0.55,163,S,West Higgins Pass,pool 4
67,1968,8-Apr,274,27,2.96,*,S,West Higgins Pass,pool 4
67,1969,24-Apr,914,14,1.34,154,S,West Higgins Pass,pool 4
67,1970,27-Mar,5667,18,2.96,150,S,West Higgins Pass,pool 4
67,1970,27-Mar,3062,18,2.96,153,S,West Higgins Pass,pool 4
67,1970,27-Mar,3885,18,5.3,153,S,West Higgins Pass,pool 4
67,1970,27-Mar,2514,18,1.34,164,S,West Higgins Pass,pool 4
67,1970,27-Mar,2285,18,5.3,165,S,West Higgins Pass,pool 4
67,1970,27-Mar,914,4,1.34,173,S,West Higgins Pass,pool 4
67,1971,18-Apr,640,11,5.3,141.1,S,West Higgins Pass,pool 4
67,1971,18-Apr,640,3,1.34,149.3,S,West Higgins Pass,pool 4
67,1971,18-Apr,713,18,2.96,149.7,S,West Higgins Pass,pool 4
67,1971,21-Apr,457,5,1.34,169.3,S,West Higgins Pass,pool 4
67,1971,21-Apr,1097,5,2.96,177.2,S,West Higgins Pass,pool 4
67,1972,6-Apr,23,23,4.13,118.3,S,West Higgins Pass,pool 4
67,1972,6-Apr,137,2,2.96,118.7,S,West Higgins Pass,pool 4
67,1972,6-Apr,1737,9,2.96,118.9,S,West Higgins Pass,pool 4
67,1972,6-Apr,320,5,2.96,121,S,West Higgins Pass,pool 4
67,1972,6-Apr,91,46,2.96,121.6,S,West Higgins Pass,pool 4
67,1972,6-Apr,137,91,4.13,123,S,West Higgins Pass,pool 4
67,1972,6-Apr,165,46,5.3,127,S,West Higgins Pass,pool 4
67,1972,6-Apr,14,2,1.34,129,S,West Higgins Pass,pool 4
67,1972,6-Apr,46,27,4.13,129.4,S,West Higgins Pass,pool 4
67,1972,6-Apr,183,9,4.13,129.5,S,West Higgins Pass,pool 4
67,1972,6-Apr,78,14,1.34,130,S,West Higgins Pass,pool 4
67,1972,6-Apr,41,5,1.34,130,S,West Higgins Pass,pool 4
67,1972,6-Apr,229,1,1.34,130.2,S,West Higgins Pass,pool 4
67,1972,6-Apr,46,1,2.15,130.3,S,West Higgins Pass,pool 4
67,1972,6-Apr,265,9,2.15,132,S,West Higgins Pass,pool 4
67,1972,6-Apr,23,23,5.3,132.2,S,West Higgins Pass,pool 4
67,1972,6-Apr,46,1,2.96,133,S,West Higgins Pass,pool 4
67,1972,6-Apr,37,18,5.3,133.4,S,West Higgins Pass,pool 4
67,1972,6-Apr,229,5,2.15,134,S,West Higgins Pass,pool 4
67,1972,6-Apr,37,14,2.96,134,S,West Higgins Pass,pool 4
67,1972,6-Apr,91,46,2.96,136,S,West Higgins Pass,pool 4
67,1972,6-Apr,46,9,2.96,136,S,West Higgins Pass,pool 4
67,1972,6-Apr,91,9,4.13,137,S,West Higgins Pass,pool 4
67,1972,6-Apr,183,5,4.13,138,S,West Higgins Pass,pool 4
67,1972,6-Apr,46,27,5.3,138,S,West Higgins Pass,pool 4
67,1972,6-Apr,114,14,4.13,141,S,West Higgins Pass,pool 4
67,1972,6-Apr,69,18,4.13,166,S,West Higgins Pass,pool 4
67,1972,6-Apr,46,23,4.13,172,S,West Higgins Pass,pool 4
67,1972,6-Apr,46,27,5.3,173.8,S,West Higgins Pass,pool 4
67,1972,6-Apr,23,23,2.96,174.6,S,West Higgins Pass,pool 4
67,1972,6-Apr,46,46,5.3,175,S,West Higgins Pass,pool 4
67,1973,26-Mar,1097,14,2.96,134,S,West Higgins Pass,pool 4
67,1973,29-Mar,137,9,5.3,132,S,West Higgins Pass,pool 4
67,1973,31-Mar,229,14,2.96,132,S,West Higgins Pass,pool 4
67,1973,3-Apr,1371,9,5.3,130,S,West Higgins Pass,pool 4
67,1973,3-Apr,1097,14,5.3,136,S,West Higgins Pass,pool 4
67,1974,5-Apr,137,69,2.96,43,S,West Higgins Pass,pool 4
67,1974,5-Apr,9,9,0.94,130,S,West Higgins Pass,pool 4
67,1974,5-Apr,5,9,2.15,131,S,West Higgins Pass,pool 4
67,1974,5-Apr,91,9,0.94,133,S,West Higgins Pass,pool 4
67,1974,5-Apr,9,9,0.55,137,S,West Higgins Pass,pool 4
67,1974,8-Apr,731,18,1.34,121,S,West Higgins Pass,pool 4
67,1974,8-Apr,37,18,1.34,124,S,West Higgins Pass,pool 4
67,1974,8-Apr,9,5,1.34,124,S,West Higgins Pass,pool 4
67,1974,8-Apr,73,37,1.34,124,S,West Higgins Pass,pool 4
67,1974,8-Apr,46,27,1.34,124,S,West Higgins Pass,pool 4
67,1974,8-Apr,137,27,1.34,127,S,West Higgins Pass,pool 4
67,1974,8-Apr,137,3,0.55,129,S,West Higgins Pass,pool 4
67,1975,3-Apr,1462,9,2.96,134,S,West Higgins Pass,pool 4
67,1975,9-Apr,548,18,1.34,170,S,West Higgins Pass,pool 4
67,1975,11-Apr,1280,18,2.96,138,S,West Higgins Pass,pool 4
67,1975,11-Apr,1828,9,2.96,179,S,West Higgins Pass,pool 4
67,1975,13-Apr,914,9,2.96,176,S,West Higgins Pass,pool 4
67,1976,13-Apr,137,18,2.96,129,S,West Higgins Pass,pool 4
67,1976,13-Apr,91,9,1.34,131,S,West Higgins Pass,pool 4
67,1976,13-Apr,91,9,2.96,140,S,West Higgins Pass,pool 4
67,1976,13-Apr,4387,5,1.34,173,S,West Higgins Pass,pool 4
67,1976,13-Apr,18,9,1.34,182,S,Price Is,pool 4
67,1976,13-Apr,91,9,2.96,182,S,Price Is,pool 4
67,1977,6-Apr,548,9,2,132,S,West Higgins Pass,pool 4
67,1979,25-Apr,183,73,4.9,176,S,West Higgins Pass,pool 4
67,1980,2-Apr,91,5,2,138,S,West Higgins Pass,pool 4
67,1980,2-Apr,91,46,3.3,176,S,West Higgins Pass,pool 4
67,1980,2-Apr,114,46,1.45,176,S,West Higgins Pass,pool 4
67,1980,2-Apr,3199,9,1.15,178,S,West Higgins Pass,pool 4
67,1980,2-Apr,1234,9,1.1,180,S,West Higgins Pass,pool 4
67,1981,20-Mar,183,18,2.3,173,S,West Higgins Pass,pool 4
67,1981,20-Mar,238,14,3.15,176,S,West Higgins Pass,pool 4
67,1981,20-Mar,548,23,4.6,178,S,West Higgins Pass,pool 4
67,1981,20-Mar,183,23,2.15,178,S,West Higgins Pass,pool 4
67,1981,20-Mar,1097,46,3.05,180,S,Price Is,pool 4
67,1982,21-Mar,457,9,2.4,157,S,West Higgins Pass,pool 4
67,1982,21-Mar,686,9,1.6,159,S,West Higgins Pass,pool 4
67,1982,28-Mar,754,14,3.1,44,S,West Higgins Pass,pool 4
67,1982,28-Mar,1508,14,2.9,45.1,S,West Higgins Pass,pool 4
67,1982,28-Mar,1005,12,1.25,50.7,S,West Higgins Pass,pool 4
67,1982,28-Mar,411,9,1.35,54.9,S,West Higgins Pass,pool 4
67,1982,28-Mar,2925,18,3.08,57.8,S,West Higgins Pass,pool 4
67,1982,28-Mar,1508,12,1.4,142,S,West Higgins Pass,pool 4
67,1982,28-Mar,46,9,1.3,180,S,West Higgins Pass,pool 4
67,1982,28-Mar,91,18,1.95,181,S,West Higgins Pass,pool 4
67,1982,28-Mar,274,5,1.1,182,S,West Higgins Pass,pool 4
67,1983,19-Mar,100,15,1.44,184.6,S,Arriaga Is,pool 4
67,1983,19-Mar,400,9,1.32,184.9,S,Arriaga Is,pool 4
