stockid,year,score,basis,bPrime,fPrime,b_bmsy,f_fmsy,rgn_id,rgn_ass_catch_prop
PCODHS,2011,0.8567867899999999,B_Bmsy only,0.8567867899999999,NA,0.685429432,NA,3,0.003791051204640754
PCODHS,2011,0.8567867899999999,B_Bmsy only,0.8567867899999999,NA,0.685429432,NA,8,0.056784248095802806
PCODHS,2012,0.824332745,B_Bmsy only,0.824332745,NA,0.659466196,NA,1,0.4624981452641919
PCODHS,2012,0.824332745,B_Bmsy only,0.824332745,NA,0.659466196,NA,2,0.028239777319779197
PCODHS,2012,0.824332745,B_Bmsy only,0.824332745,NA,0.659466196,NA,3,0.0027227164578717826
PCODHS,2012,0.824332745,B_Bmsy only,0.824332745,NA,0.659466196,NA,8,0.011909035579844678
PCODHS,2013,0.94765811625,B_Bmsy only,0.94765811625,NA,0.758126493,NA,1,0.36622070020347586
PCODHS,2013,0.94765811625,B_Bmsy only,0.94765811625,NA,0.758126493,NA,2,0.024716934758024205
PCODHS,2013,0.94765811625,B_Bmsy only,0.94765811625,NA,0.758126493,NA,3,0.0056821848373239635
PCODHS,2013,0.94765811625,B_Bmsy only,0.94765811625,NA,0.758126493,NA,8,0.009600083701293494
PCODHS,2014,1,B_Bmsy only,1,NA,0.872364732,NA,1,0.33394346173175127
PCODHS,2014,1,B_Bmsy only,1,NA,0.872364732,NA,2,0.027116121757253035
PCODHS,2014,1,B_Bmsy only,1,NA,0.872364732,NA,3,0.013759929722086218
PCODHS,2014,1,B_Bmsy only,1,NA,0.872364732,NA,8,0.019117097187947865
PCODHS,2015,1,B_Bmsy only,1,NA,0.872364732,NA,1,0.2179665375281476
PCODHS,2015,1,B_Bmsy only,1,NA,0.872364732,NA,2,0.02756777232232343
PCODHS,2015,1,B_Bmsy only,1,NA,0.872364732,NA,3,0.005757191547445427
PCODHS,2015,1,B_Bmsy only,1,NA,0.872364732,NA,8,0.027607759941196075
PCODHS,2016,1,B_Bmsy only,1,NA,0.872364732,NA,1,0.3060435664877916
PCODHS,2016,1,B_Bmsy only,1,NA,0.872364732,NA,2,0.026458424371585697
PCODHS,2016,1,B_Bmsy only,1,NA,0.872364732,NA,3,0.008399768702285202
PCODHS,2016,1,B_Bmsy only,1,NA,0.872364732,NA,8,0.021818432301076985
PERCHQCI,1996,0.5641163700491121,"F_Fmsy, B_Bmsy",0.9490690035,0.5943892045454544,1.601861993,0.3030624999999999,1,4.3028245717567133e-4
PERCHQCI,1996,0.5641163700491121,"F_Fmsy, B_Bmsy",0.9490690035,0.5943892045454544,1.601861993,0.3030624999999999,2,0.2475049473708429
PERCHQCI,1996,0.5641163700491121,"F_Fmsy, B_Bmsy",0.9490690035,0.5943892045454544,1.601861993,0.3030624999999999,3,0.0714699370653483
PERCHQCI,1996,0.5641163700491121,"F_Fmsy, B_Bmsy",0.9490690035,0.5943892045454544,1.601861993,0.3030624999999999,4,0.05266644225750149
PERCHQCI,1996,0.5641163700491121,"F_Fmsy, B_Bmsy",0.9490690035,0.5943892045454544,1.601861993,0.3030624999999999,8,NA
PERCHQCI,1997,0.5093497569891334,"F_Fmsy, B_Bmsy",0.921686747,0.5526278409090908,1.656626506,0.2663124999999999,1,4.3028245717567133e-4
PERCHQCI,1997,0.5093497569891334,"F_Fmsy, B_Bmsy",0.921686747,0.5526278409090908,1.656626506,0.2663124999999999,2,0.2475049473708429
PERCHQCI,1997,0.5093497569891334,"F_Fmsy, B_Bmsy",0.921686747,0.5526278409090908,1.656626506,0.2663124999999999,3,0.0714699370653483
PERCHQCI,1997,0.5093497569891334,"F_Fmsy, B_Bmsy",0.921686747,0.5526278409090908,1.656626506,0.2663124999999999,4,0.05266644225750149
PERCHQCI,1997,0.5093497569891334,"F_Fmsy, B_Bmsy",0.921686747,0.5526278409090908,1.656626506,0.2663124999999999,8,NA
PERCHQCI,1998,0.5250735121605112,"F_Fmsy, B_Bmsy",0.901150055,0.5826704545454544,1.69769989,0.29274999999999984,1,4.3028245717567133e-4
PERCHQCI,1998,0.5250735121605112,"F_Fmsy, B_Bmsy",0.901150055,0.5826704545454544,1.69769989,0.29274999999999984,2,0.2475049473708429
PERCHQCI,1998,0.5250735121605112,"F_Fmsy, B_Bmsy",0.901150055,0.5826704545454544,1.69769989,0.29274999999999984,3,0.0714699370653483
PERCHQCI,1998,0.5250735121605112,"F_Fmsy, B_Bmsy",0.901150055,0.5826704545454544,1.69769989,0.29274999999999984,4,0.05266644225750149
PERCHQCI,1998,0.5250735121605112,"F_Fmsy, B_Bmsy",0.901150055,0.5826704545454544,1.69769989,0.29274999999999984,8,NA
PERCHQCI,1999,0.543442416244176,"F_Fmsy, B_Bmsy",0.8943044905,0.6076704545454543,1.711391019,0.31474999999999986,1,4.3028245717567133e-4
PERCHQCI,1999,0.543442416244176,"F_Fmsy, B_Bmsy",0.8943044905,0.6076704545454543,1.711391019,0.31474999999999986,2,0.2475049473708429
PERCHQCI,1999,0.543442416244176,"F_Fmsy, B_Bmsy",0.8943044905,0.6076704545454543,1.711391019,0.31474999999999986,3,0.0714699370653483
PERCHQCI,1999,0.543442416244176,"F_Fmsy, B_Bmsy",0.8943044905,0.6076704545454543,1.711391019,0.31474999999999986,4,0.05266644225750149
PERCHQCI,1999,0.543442416244176,"F_Fmsy, B_Bmsy",0.8943044905,0.6076704545454543,1.711391019,0.31474999999999986,8,NA
PERCHQCI,2000,0.5730408461144175,"F_Fmsy, B_Bmsy",0.8943044905,0.6407670454545453,1.711391019,0.3438749999999999,1,4.3028245717567133e-4
PERCHQCI,2000,0.5730408461144175,"F_Fmsy, B_Bmsy",0.8943044905,0.6407670454545453,1.711391019,0.3438749999999999,2,0.2475049473708429
PERCHQCI,2000,0.5730408461144175,"F_Fmsy, B_Bmsy",0.8943044905,0.6407670454545453,1.711391019,0.3438749999999999,3,0.0714699370653483
PERCHQCI,2000,0.5730408461144175,"F_Fmsy, B_Bmsy",0.8943044905,0.6407670454545453,1.711391019,0.3438749999999999,4,0.05266644225750149
PERCHQCI,2000,0.5730408461144175,"F_Fmsy, B_Bmsy",0.8943044905,0.6407670454545453,1.711391019,0.3438749999999999,8,NA
PERCHQCI,2001,0.6276003809735794,"F_Fmsy, B_Bmsy",0.907995619,0.6911931818181817,1.684008762,0.3882499999999999,1,4.3028245717567133e-4
PERCHQCI,2001,0.6276003809735794,"F_Fmsy, B_Bmsy",0.907995619,0.6911931818181817,1.684008762,0.3882499999999999,2,0.2475049473708429
PERCHQCI,2001,0.6276003809735794,"F_Fmsy, B_Bmsy",0.907995619,0.6911931818181817,1.684008762,0.3882499999999999,3,0.0714699370653483
PERCHQCI,2001,0.6276003809735794,"F_Fmsy, B_Bmsy",0.907995619,0.6911931818181817,1.684008762,0.3882499999999999,4,0.05266644225750149
PERCHQCI,2001,0.6276003809735794,"F_Fmsy, B_Bmsy",0.907995619,0.6911931818181817,1.684008762,0.3882499999999999,8,NA
PERCHQCI,2002,0.6788573586245737,"F_Fmsy, B_Bmsy",0.928532311,0.7311079545454544,1.642935378,0.4233749999999999,1,4.3028245717567133e-4
PERCHQCI,2002,0.6788573586245737,"F_Fmsy, B_Bmsy",0.928532311,0.7311079545454544,1.642935378,0.4233749999999999,2,0.2475049473708429
PERCHQCI,2002,0.6788573586245737,"F_Fmsy, B_Bmsy",0.928532311,0.7311079545454544,1.642935378,0.4233749999999999,3,0.0714699370653483
PERCHQCI,2002,0.6788573586245737,"F_Fmsy, B_Bmsy",0.928532311,0.7311079545454544,1.642935378,0.4233749999999999,4,0.05266644225750149
PERCHQCI,2002,0.6788573586245737,"F_Fmsy, B_Bmsy",0.928532311,0.7311079545454544,1.642935378,0.4233749999999999,8,NA
PERCHQCI,2003,0.7377181243988634,"F_Fmsy, B_Bmsy",0.942223439,0.7829545454545452,1.615553122,0.46899999999999986,1,4.3028245717567133e-4
PERCHQCI,2003,0.7377181243988634,"F_Fmsy, B_Bmsy",0.942223439,0.7829545454545452,1.615553122,0.46899999999999986,2,0.2475049473708429
PERCHQCI,2003,0.7377181243988634,"F_Fmsy, B_Bmsy",0.942223439,0.7829545454545452,1.615553122,0.46899999999999986,3,0.0714699370653483
PERCHQCI,2003,0.7377181243988634,"F_Fmsy, B_Bmsy",0.942223439,0.7829545454545452,1.615553122,0.46899999999999986,4,0.05266644225750149
PERCHQCI,2003,0.7377181243988634,"F_Fmsy, B_Bmsy",0.942223439,0.7829545454545452,1.615553122,0.46899999999999986,8,NA
PERCHQCI,2004,0.7724666747237214,"F_Fmsy, B_Bmsy",0.9490690035,0.8139204545454544,1.601861993,0.49624999999999986,1,4.3028245717567133e-4
PERCHQCI,2004,0.7724666747237214,"F_Fmsy, B_Bmsy",0.9490690035,0.8139204545454544,1.601861993,0.49624999999999986,2,0.2475049473708429
PERCHQCI,2004,0.7724666747237214,"F_Fmsy, B_Bmsy",0.9490690035,0.8139204545454544,1.601861993,0.49624999999999986,3,0.0714699370653483
PERCHQCI,2004,0.7724666747237214,"F_Fmsy, B_Bmsy",0.9490690035,0.8139204545454544,1.601861993,0.49624999999999986,4,0.05266644225750149
PERCHQCI,2004,0.7724666747237214,"F_Fmsy, B_Bmsy",0.9490690035,0.8139204545454544,1.601861993,0.49624999999999986,8,NA
PERCHQCI,2005,0.7721296473787285,"F_Fmsy, B_Bmsy",0.9490690035,0.8135653409090907,1.601861993,0.49593749999999986,1,4.3028245717567133e-4
PERCHQCI,2005,0.7721296473787285,"F_Fmsy, B_Bmsy",0.9490690035,0.8135653409090907,1.601861993,0.49593749999999986,2,0.2475049473708429
PERCHQCI,2005,0.7721296473787285,"F_Fmsy, B_Bmsy",0.9490690035,0.8135653409090907,1.601861993,0.49593749999999986,3,0.0714699370653483
PERCHQCI,2005,0.7721296473787285,"F_Fmsy, B_Bmsy",0.9490690035,0.8135653409090907,1.601861993,0.49593749999999986,4,0.05266644225750149
PERCHQCI,2005,0.7721296473787285,"F_Fmsy, B_Bmsy",0.9490690035,0.8135653409090907,1.601861993,0.49593749999999986,8,NA
PERCHQCI,2006,0.7420575897549715,"F_Fmsy, B_Bmsy",0.935377875,0.7933238636363635,1.62924425,0.4781249999999999,1,4.3028245717567133e-4
PERCHQCI,2006,0.7420575897549715,"F_Fmsy, B_Bmsy",0.935377875,0.7933238636363635,1.62924425,0.4781249999999999,2,0.2475049473708429
PERCHQCI,2006,0.7420575897549715,"F_Fmsy, B_Bmsy",0.935377875,0.7933238636363635,1.62924425,0.4781249999999999,3,0.0714699370653483
PERCHQCI,2006,0.7420575897549715,"F_Fmsy, B_Bmsy",0.935377875,0.7933238636363635,1.62924425,0.4781249999999999,4,0.05266644225750149
PERCHQCI,2006,0.7420575897549715,"F_Fmsy, B_Bmsy",0.935377875,0.7933238636363635,1.62924425,0.4781249999999999,8,NA
PERCHQCI,2007,0.7015430912228692,"F_Fmsy, B_Bmsy",0.928532311,0.7555397727272726,1.642935378,0.4448749999999999,1,3.0147898409009337e-4
PERCHQCI,2007,0.7015430912228692,"F_Fmsy, B_Bmsy",0.928532311,0.7555397727272726,1.642935378,0.4448749999999999,2,0.20825824875322368
PERCHQCI,2007,0.7015430912228692,"F_Fmsy, B_Bmsy",0.928532311,0.7555397727272726,1.642935378,0.4448749999999999,3,0.046127992675922457
PERCHQCI,2007,0.7015430912228692,"F_Fmsy, B_Bmsy",0.928532311,0.7555397727272726,1.642935378,0.4448749999999999,4,0.01618320100207292
PERCHQCI,2007,0.7015430912228692,"F_Fmsy, B_Bmsy",0.928532311,0.7555397727272726,1.642935378,0.4448749999999999,8,0.08513871429782854
PERCHQCI,2008,0.6627896529385652,"F_Fmsy, B_Bmsy",0.921686747,0.7191051136363635,1.656626506,0.4128124999999999,1,4.455700296443172e-4
PERCHQCI,2008,0.6627896529385652,"F_Fmsy, B_Bmsy",0.921686747,0.7191051136363635,1.656626506,0.4128124999999999,2,0.2591029316885043
PERCHQCI,2008,0.6627896529385652,"F_Fmsy, B_Bmsy",0.921686747,0.7191051136363635,1.656626506,0.4128124999999999,3,0.060225292320541995
PERCHQCI,2008,0.6627896529385652,"F_Fmsy, B_Bmsy",0.921686747,0.7191051136363635,1.656626506,0.4128124999999999,4,0.08170661301394933
PERCHQCI,2008,0.6627896529385652,"F_Fmsy, B_Bmsy",0.921686747,0.7191051136363635,1.656626506,0.4128124999999999,8,0.04403114352225619
PERCHQCI,2009,0.6394201807312498,"F_Fmsy, B_Bmsy",0.921686747,0.6937499999999999,1.656626506,0.3904999999999999,1,5.437983577926033e-4
PERCHQCI,2009,0.6394201807312498,"F_Fmsy, B_Bmsy",0.921686747,0.6937499999999999,1.656626506,0.3904999999999999,2,0.2751536616708007
PERCHQCI,2009,0.6394201807312498,"F_Fmsy, B_Bmsy",0.921686747,0.6937499999999999,1.656626506,0.3904999999999999,3,0.10805652619958044
PERCHQCI,2009,0.6394201807312498,"F_Fmsy, B_Bmsy",0.921686747,0.6937499999999999,1.656626506,0.3904999999999999,4,0.060314098646307227
PERCHQCI,2009,0.6394201807312498,"F_Fmsy, B_Bmsy",0.921686747,0.6937499999999999,1.656626506,0.3904999999999999,8,NA
PERCHQCI,2010,0.6346729375755681,"F_Fmsy, B_Bmsy",0.928532311,0.6835227272727271,1.642935378,0.3814999999999999,1,2.0015741806252664e-4
PERCHQCI,2010,0.6346729375755681,"F_Fmsy, B_Bmsy",0.928532311,0.6835227272727271,1.642935378,0.3814999999999999,2,0.2853937396959953
PERCHQCI,2010,0.6346729375755681,"F_Fmsy, B_Bmsy",0.928532311,0.6835227272727271,1.642935378,0.3814999999999999,3,0.23595188673482329
PERCHQCI,2010,0.6346729375755681,"F_Fmsy, B_Bmsy",0.928532311,0.6835227272727271,1.642935378,0.3814999999999999,4,0.08511292410869654
PERCHQCI,2010,0.6346729375755681,"F_Fmsy, B_Bmsy",0.928532311,0.6835227272727271,1.642935378,0.3814999999999999,8,0.0032280061303521933
PERCHQCI,2011,0.6497861926626419,"F_Fmsy, B_Bmsy",0.942223439,0.6896306818181817,1.615553122,0.38687499999999986,1,9.656971436491973e-5
PERCHQCI,2011,0.6497861926626419,"F_Fmsy, B_Bmsy",0.942223439,0.6896306818181817,1.615553122,0.38687499999999986,2,0.3155392599909611
PERCHQCI,2011,0.6497861926626419,"F_Fmsy, B_Bmsy",0.942223439,0.6896306818181817,1.615553122,0.38687499999999986,3,0.14491631188473006
PERCHQCI,2011,0.6497861926626419,"F_Fmsy, B_Bmsy",0.942223439,0.6896306818181817,1.615553122,0.38687499999999986,4,0.016868775291178435
PERCHQCI,2011,0.6497861926626419,"F_Fmsy, B_Bmsy",0.942223439,0.6896306818181817,1.615553122,0.38687499999999986,8,0.006501824386152829
PERCHQCI,2012,0.6808382549251064,"F_Fmsy, B_Bmsy",0.9627601315,0.7071732954545453,1.574479737,0.40231249999999985,1,6.86313950130683e-4
PERCHQCI,2012,0.6808382549251064,"F_Fmsy, B_Bmsy",0.9627601315,0.7071732954545453,1.574479737,0.40231249999999985,2,0.29417746440152687
PERCHQCI,2012,0.6808382549251064,"F_Fmsy, B_Bmsy",0.9627601315,0.7071732954545453,1.574479737,0.40231249999999985,3,0.2047320561039773
PERCHQCI,2012,0.6808382549251064,"F_Fmsy, B_Bmsy",0.9627601315,0.7071732954545453,1.574479737,0.40231249999999985,4,0.013387586478115755
PERCHQCI,2012,0.6808382549251064,"F_Fmsy, B_Bmsy",0.9627601315,0.7071732954545453,1.574479737,0.40231249999999985,8,NA
PERCHQCI,2013,0.9764512595,B_Bmsy only,0.9764512595,0.7071732954545453,1.547097481,0.40231249999999985,1,7.220601484909098e-4
PERCHQCI,2013,0.9764512595,B_Bmsy only,0.9764512595,0.7071732954545453,1.547097481,0.40231249999999985,2,0.32778008288102717
PERCHQCI,2013,0.9764512595,B_Bmsy only,0.9764512595,0.7071732954545453,1.547097481,0.40231249999999985,3,0.21074675594772618
PERCHQCI,2013,0.9764512595,B_Bmsy only,0.9764512595,0.7071732954545453,1.547097481,0.40231249999999985,4,0.012848646641085917
PERCHQCI,2013,0.9764512595,B_Bmsy only,0.9764512595,0.7071732954545453,1.547097481,0.40231249999999985,8,0.1699447255353723
PERCHQCI,2014,0.9764512595,B_Bmsy only,0.9764512595,0.7071732954545453,1.547097481,0.40231249999999985,1,1.6694997507384036e-4
PERCHQCI,2014,0.9764512595,B_Bmsy only,0.9764512595,0.7071732954545453,1.547097481,0.40231249999999985,2,0.1662147494103619
PERCHQCI,2014,0.9764512595,B_Bmsy only,0.9764512595,0.7071732954545453,1.547097481,0.40231249999999985,3,0.42267895114149684
PERCHQCI,2014,0.9764512595,B_Bmsy only,0.9764512595,0.7071732954545453,1.547097481,0.40231249999999985,4,0.027011672349363948
PERCHQCI,2014,0.9764512595,B_Bmsy only,0.9764512595,0.7071732954545453,1.547097481,0.40231249999999985,8,NA
PERCHQCI,2015,0.9764512595,B_Bmsy only,0.9764512595,0.7071732954545453,1.547097481,0.40231249999999985,1,4.159585266754545e-4
PERCHQCI,2015,0.9764512595,B_Bmsy only,0.9764512595,0.7071732954545453,1.547097481,0.40231249999999985,2,0.19228114835564405
PERCHQCI,2015,0.9764512595,B_Bmsy only,0.9764512595,0.7071732954545453,1.547097481,0.40231249999999985,3,0.13720958698262717
PERCHQCI,2015,0.9764512595,B_Bmsy only,0.9764512595,0.7071732954545453,1.547097481,0.40231249999999985,4,0.00524780524475818
PERCHQCI,2015,0.9764512595,B_Bmsy only,0.9764512595,0.7071732954545453,1.547097481,0.40231249999999985,8,0.252684351946572
PERCHQCI,2016,0.9764512595,B_Bmsy only,0.9764512595,0.7071732954545453,1.547097481,0.40231249999999985,1,4.3498955008006824e-4
PERCHQCI,2016,0.9764512595,B_Bmsy only,0.9764512595,0.7071732954545453,1.547097481,0.40231249999999985,2,0.2285812851254998
PERCHQCI,2016,0.9764512595,B_Bmsy only,0.9764512595,0.7071732954545453,1.547097481,0.40231249999999985,3,0.2568784313572834
PERCHQCI,2016,0.9764512595,B_Bmsy only,0.9764512595,0.7071732954545453,1.547097481,0.40231249999999985,4,0.015036041411736015
PERCHQCI,2016,0.9764512595,B_Bmsy only,0.9764512595,0.7071732954545453,1.547097481,0.40231249999999985,8,NA
PERCHWCVANI,1996,0.9341406249999997,"F_Fmsy, B_Bmsy",1,0.9341406249999997,0.912377345,1.2526875000000002,4,0.0276702821763458
PERCHWCVANI,1996,0.9341406249999997,"F_Fmsy, B_Bmsy",1,0.9341406249999997,0.912377345,1.2526875000000002,5,0.010535295083439675
PERCHWCVANI,1997,0.9987499999999999,"F_Fmsy, B_Bmsy",1,0.9987499999999999,0.946806679,1.201,4,0.0276702821763458
PERCHWCVANI,1997,0.9987499999999999,"F_Fmsy, B_Bmsy",1,0.9987499999999999,0.946806679,1.201,5,0.010535295083439675
PERCHWCVANI,1998,1,"F_Fmsy, B_Bmsy",1,1,0.996729213,1.0415625000000002,4,0.0276702821763458
PERCHWCVANI,1998,1,"F_Fmsy, B_Bmsy",1,1,0.996729213,1.0415625000000002,5,0.010535295083439675
PERCHWCVANI,1999,1,"F_Fmsy, B_Bmsy",1,1,1.041487347,0.8376875000000001,4,0.0276702821763458
PERCHWCVANI,1999,1,"F_Fmsy, B_Bmsy",1,1,1.041487347,0.8376875000000001,5,0.010535295083439675
PERCHWCVANI,2000,0.98359375,"F_Fmsy, B_Bmsy",1,0.98359375,1.082802548,0.6455625,4,0.0276702821763458
PERCHWCVANI,2000,0.98359375,"F_Fmsy, B_Bmsy",1,0.98359375,1.082802548,0.6455625,5,0.010535295083439675
PERCHWCVANI,2001,0.8430397727272728,"F_Fmsy, B_Bmsy",1,0.8430397727272728,1.129282148,0.5218750000000001,4,0.0276702821763458
PERCHWCVANI,2001,0.8430397727272728,"F_Fmsy, B_Bmsy",1,0.8430397727272728,1.129282148,0.5218750000000001,5,0.010535295083439675
PERCHWCVANI,2002,0.7823153409090909,"F_Fmsy, B_Bmsy",1,0.7823153409090909,1.170597349,0.46843750000000006,4,0.0276702821763458
PERCHWCVANI,2002,0.7823153409090909,"F_Fmsy, B_Bmsy",1,0.7823153409090909,1.170597349,0.46843750000000006,5,0.010535295083439675
PERCHWCVANI,2003,0.7562500000000001,"F_Fmsy, B_Bmsy",1,0.7562500000000001,1.205026683,0.44550000000000006,4,0.0276702821763458
PERCHWCVANI,2003,0.7562500000000001,"F_Fmsy, B_Bmsy",1,0.7562500000000001,1.205026683,0.44550000000000006,5,0.010535295083439675
PERCHWCVANI,2004,0.7462357954545455,"F_Fmsy, B_Bmsy",1,0.7462357954545455,1.22740575,0.43668750000000006,4,0.0276702821763458
PERCHWCVANI,2004,0.7462357954545455,"F_Fmsy, B_Bmsy",1,0.7462357954545455,1.22740575,0.43668750000000006,5,0.010535295083439675
PERCHWCVANI,2005,0.7422585227272728,"F_Fmsy, B_Bmsy",1,0.7422585227272728,1.239456017,0.43318750000000006,4,0.0276702821763458
PERCHWCVANI,2005,0.7422585227272728,"F_Fmsy, B_Bmsy",1,0.7422585227272728,1.239456017,0.43318750000000006,5,0.010535295083439675
PERCHWCVANI,2006,0.7411221590909092,"F_Fmsy, B_Bmsy",1,0.7411221590909092,1.256670683,0.43218750000000006,4,0.0276702821763458
PERCHWCVANI,2006,0.7411221590909092,"F_Fmsy, B_Bmsy",1,0.7411221590909092,1.256670683,0.43218750000000006,5,0.010535295083439675
PERCHWCVANI,2007,0.7355823863636364,"F_Fmsy, B_Bmsy",1,0.7355823863636364,1.287657084,0.42731250000000004,4,0.008502448979835897
PERCHWCVANI,2007,0.7355823863636364,"F_Fmsy, B_Bmsy",1,0.7355823863636364,1.287657084,0.42731250000000004,5,0.007859465919527138
PERCHWCVANI,2008,0.7365767045454547,"F_Fmsy, B_Bmsy",1,0.7365767045454547,1.330693751,0.42818750000000005,4,0.042927620337738774
PERCHWCVANI,2008,0.7365767045454547,"F_Fmsy, B_Bmsy",1,0.7365767045454547,1.330693751,0.42818750000000005,5,0.013169352861035913
PERCHWCVANI,2009,0.7301136363636364,"F_Fmsy, B_Bmsy",1,0.7301136363636364,1.346186951,0.42250000000000004,4,0.03168826404858528
PERCHWCVANI,2009,0.7301136363636364,"F_Fmsy, B_Bmsy",1,0.7301136363636364,1.346186951,0.42250000000000004,5,0.010577066469755978
PERCHWCVANI,2010,0.7164062500000001,"F_Fmsy, B_Bmsy",1,0.7164062500000001,1.397830952,0.41043750000000007,4,0.044717253074107025
PERCHWCVANI,2010,0.7164062500000001,"F_Fmsy, B_Bmsy",1,0.7164062500000001,1.397830952,0.41043750000000007,5,0.0062090412234559675
PERCHWCVANI,2011,0.7100852272727273,"F_Fmsy, B_Bmsy",1,0.7100852272727273,1.442589086,0.40487500000000004,4,0.008862641034192775
PERCHWCVANI,2011,0.7100852272727273,"F_Fmsy, B_Bmsy",1,0.7100852272727273,1.442589086,0.40487500000000004,5,0.01146517523663262
PERCHWCVANI,2012,0.6849431818181818,"F_Fmsy, B_Bmsy",1,0.6849431818181818,1.475296953,0.38275000000000003,4,0.00703366849232979
PERCHWCVANI,2012,0.6849431818181818,"F_Fmsy, B_Bmsy",1,0.6849431818181818,1.475296953,0.38275000000000003,5,0.010256558635083006
PERCHWCVANI,2013,0.9977190565,B_Bmsy only,0.9977190565,0.6849431818181818,1.504561887,0.38275000000000003,4,0.006750516323178561
PERCHWCVANI,2013,0.9977190565,B_Bmsy only,0.9977190565,0.6849431818181818,1.504561887,0.38275000000000003,5,0.018091176346943568
PERCHWCVANI,2014,0.9977190565,B_Bmsy only,0.9977190565,0.6849431818181818,1.504561887,0.38275000000000003,4,0.01419159077249878
PERCHWCVANI,2014,0.9977190565,B_Bmsy only,0.9977190565,0.6849431818181818,1.504561887,0.38275000000000003,5,0.01636838000052992
PERCHWCVANI,2015,0.9977190565,B_Bmsy only,0.9977190565,0.6849431818181818,1.504561887,0.38275000000000003,4,0.0027571304554615834
PERCHWCVANI,2015,0.9977190565,B_Bmsy only,0.9977190565,0.6849431818181818,1.504561887,0.38275000000000003,5,0.013966382948022845
PERCHWCVANI,2016,0.9977190565,B_Bmsy only,0.9977190565,0.6849431818181818,1.504561887,0.38275000000000003,4,0.007899745850379641
PERCHWCVANI,2016,0.9977190565,B_Bmsy only,0.9977190565,0.6849431818181818,1.504561887,0.38275000000000003,5,0.016141979765165446
PHAKEPCOAST,1996,0.4740558303472392,"F_Fmsy, B_Bmsy",0.7943686005,0.5967706050426136,1.911262799,0.3051581324375,1,0.5074063653372461
PHAKEPCOAST,1996,0.4740558303472392,"F_Fmsy, B_Bmsy",0.7943686005,0.5967706050426136,1.911262799,0.3051581324375,2,0.1124559370045618
PHAKEPCOAST,1996,0.4740558303472392,"F_Fmsy, B_Bmsy",0.7943686005,0.5967706050426136,1.911262799,0.3051581324375,3,0.8646539301595287
PHAKEPCOAST,1996,0.4740558303472392,"F_Fmsy, B_Bmsy",0.7943686005,0.5967706050426136,1.911262799,0.3051581324375,4,0.7345620532315312
PHAKEPCOAST,1996,0.4740558303472392,"F_Fmsy, B_Bmsy",0.7943686005,0.5967706050426136,1.911262799,0.3051581324375,5,0.9032397713673883
PHAKEPCOAST,1996,0.4740558303472392,"F_Fmsy, B_Bmsy",0.7943686005,0.5967706050426136,1.911262799,0.3051581324375,7,0.16520861618093213
PHAKEPCOAST,1996,0.4740558303472392,"F_Fmsy, B_Bmsy",0.7943686005,0.5967706050426136,1.911262799,0.3051581324375,8,0
PHAKEPCOAST,1997,0.5679643239270928,"F_Fmsy, B_Bmsy",0.8711604095,0.6519629654119319,1.757679181,0.35372740956250004,1,0.5074063653372461
PHAKEPCOAST,1997,0.5679643239270928,"F_Fmsy, B_Bmsy",0.8711604095,0.6519629654119319,1.757679181,0.35372740956250004,2,0.1124559370045618
PHAKEPCOAST,1997,0.5679643239270928,"F_Fmsy, B_Bmsy",0.8711604095,0.6519629654119319,1.757679181,0.35372740956250004,3,0.8646539301595287
PHAKEPCOAST,1997,0.5679643239270928,"F_Fmsy, B_Bmsy",0.8711604095,0.6519629654119319,1.757679181,0.35372740956250004,4,0.7345620532315312
PHAKEPCOAST,1997,0.5679643239270928,"F_Fmsy, B_Bmsy",0.8711604095,0.6519629654119319,1.757679181,0.35372740956250004,5,0.9032397713673883
PHAKEPCOAST,1997,0.5679643239270928,"F_Fmsy, B_Bmsy",0.8711604095,0.6519629654119319,1.757679181,0.35372740956250004,7,0.16520861618093213
PHAKEPCOAST,1997,0.5679643239270928,"F_Fmsy, B_Bmsy",0.8711604095,0.6519629654119319,1.757679181,0.35372740956250004,8,0
PHAKEPCOAST,1998,0.6780963370801703,"F_Fmsy, B_Bmsy",0.9718430035,0.6977426751420455,1.556313993,0.39401355412500005,1,0.5074063653372461
PHAKEPCOAST,1998,0.6780963370801703,"F_Fmsy, B_Bmsy",0.9718430035,0.6977426751420455,1.556313993,0.39401355412500005,2,0.1124559370045618
PHAKEPCOAST,1998,0.6780963370801703,"F_Fmsy, B_Bmsy",0.9718430035,0.6977426751420455,1.556313993,0.39401355412500005,3,0.8646539301595287
PHAKEPCOAST,1998,0.6780963370801703,"F_Fmsy, B_Bmsy",0.9718430035,0.6977426751420455,1.556313993,0.39401355412500005,4,0.7345620532315312
PHAKEPCOAST,1998,0.6780963370801703,"F_Fmsy, B_Bmsy",0.9718430035,0.6977426751420455,1.556313993,0.39401355412500005,5,0.9032397713673883
PHAKEPCOAST,1998,0.6780963370801703,"F_Fmsy, B_Bmsy",0.9718430035,0.6977426751420455,1.556313993,0.39401355412500005,7,0.16520861618093213
PHAKEPCOAST,1998,0.6780963370801703,"F_Fmsy, B_Bmsy",0.9718430035,0.6977426751420455,1.556313993,0.39401355412500005,8,0
PHAKEPCOAST,1999,0.7537907309659091,"F_Fmsy, B_Bmsy",1,0.7537907309659091,1.348122867,0.44333584325000003,1,0.5074063653372461
